row_0,CAZyme
Aq_sp_Aq107_00785,PF04397.16
Aq_sp_Aq107_00787,PF10626.10
Aq_sp_Aq107_00788,PF12799.8
Aq_sp_Aq107_00791,PF14412.7
Aq_sp_Aq107_00793,PF04717.13
Aq_sp_Aq107_00797,PF01380.23
Aq_sp_Aq107_00798,PF14054.7
Aq_sp_Aq107_00799,PF13715.7
Aq_sp_Aq107_00800,PF13505.7
Aq_sp_Aq107_00805,PF07638.12
Aq_sp_Aq107_00806,PF03971.15
Aq_sp_Aq107_00807,PF01245.21
Aq_sp_Aq107_00808,PF01746.22
Aq_sp_Aq107_00810,PF02800.21
Aq_sp_Aq107_00811,PF00595.25
Aq_sp_Aq107_00812,PF01678.20
Aq_sp_Aq107_00813,PF00583.26
Aq_sp_Aq107_00814,PF02618.17
Aq_sp_Aq107_00816,PF00590.21
Aq_sp_Aq107_00817,PF01451.22
Aq_sp_Aq107_00818,PF00004.30
Aq_sp_Aq107_00819,PF03061.23
Aq_sp_Aq107_00820,PF01205.20
Aq_sp_Aq107_00821,PF00892.21
Aq_sp_Aq107_00822,PF13419.7
Aq_sp_Aq107_00823,PF00383.24
Aq_sp_Aq107_00825,PF00583.26
Aq_sp_Aq107_00826,PF05971.13
Aq_sp_Aq107_00827,PF18306.2
Aq_sp_Aq107_00828,PF00533.27
Aq_sp_Aq107_00829,PF07947.15
Aq_sp_Aq107_00834,PF00701.23
Aq_sp_Aq107_00835,PF07885.17
Aq_sp_Aq107_00836,PF13432.7
Aq_sp_Aq107_00837,PF01192.23
Aq_sp_Aq107_00838,PF04127.16
Aq_sp_Aq107_00839,PF16119.6
Aq_sp_Aq107_00840,PF13175.7
Aq_sp_Aq107_00841,PF13561.7
Aq_sp_Aq107_00842,GT2
Aq_sp_Aq107_00843,PF07949.13
Aq_sp_Aq107_00844,PF13238.7
Aq_sp_Aq107_00845,PF02518.27
Aq_sp_Aq107_00846,PF00072.25
Aq_sp_Aq107_00847,PF13671.7
Aq_sp_Aq107_00848,PF00520.32
Aq_sp_Aq107_00849,PF12969.8
Aq_sp_Aq107_00850,PF01541.25
Aq_sp_Aq107_00851,PF01168.21
Aq_sp_Aq107_00852,PF06245.12
Aq_sp_Aq107_00853,PF01551.23
Aq_sp_Aq107_00854,PF00725.23
Aq_sp_Aq107_00855,PF01113.21
Aq_sp_Aq107_00856,PF01135.20
Aq_sp_Aq107_00858,PF01668.19
Aq_sp_Aq107_00859,PF13026.7
Aq_sp_Aq107_00861,PF00300.23
Aq_sp_Aq107_00862,PF13449.7
Aq_sp_Aq107_00863,GH5_2
Aq_sp_Aq107_00865,PF00440.24
Aq_sp_Aq107_00866,PF04231.14
Aq_sp_Aq107_00868,PF00004.30
Aq_sp_Aq107_00869,PF11009.9
Aq_sp_Aq107_00870,COG2346
Aq_sp_Aq107_00871,PF00027.30
Aq_sp_Aq107_00873,PF01557.19
Aq_sp_Aq107_00874,PF00155.22
Aq_sp_Aq107_00875,PF02012.21
Aq_sp_Aq107_00876,COG2128
Aq_sp_Aq107_00877,PF01252.19
Aq_sp_Aq107_00878,PF14534.7
Aq_sp_Aq107_00879,PF00583.26
Aq_sp_Aq107_00880,PF12799.8
Aq_sp_Aq107_00882,PF01266.25
Aq_sp_Aq107_00883,PF04397.16
Aq_sp_Aq107_00884,PF06580.14
Aq_sp_Aq107_00885,PF01618.17
Aq_sp_Aq107_00886,PF00578.22
Aq_sp_Aq107_00887,PF00144.25
Aq_sp_Aq107_00888,PF09360.11
Aq_sp_Aq107_00889,PF11376.9
Aq_sp_Aq107_00890,PF00664.24
Aq_sp_Aq107_00891,COG0491
Aq_sp_Aq107_00892,PF04307.15
Aq_sp_Aq107_00894,PF00270.30
Aq_sp_Aq107_00895,PF01300.19
Aq_sp_Aq107_00896,PF12833.8
Aq_sp_Aq107_00897,PF18962.1
Aq_sp_Aq107_00898,PF04397.16
Aq_sp_Aq107_00899,PF06580.14
Aq_sp_Aq107_00900,GH13_20
Aq_sp_Aq107_00902,PF11306.9
Aq_sp_Aq107_00903,PF00691.21
Aq_sp_Aq107_00904,GT2
Aq_sp_Aq107_00905,PF04313.15
Aq_sp_Aq107_00906,PF06144.14
Aq_sp_Aq107_00907,PF07690.17
Aq_sp_Aq107_00908,PF01037.22
Aq_sp_Aq107_00909,PF00155.22
Aq_sp_Aq107_00910,GH18
Aq_sp_Aq107_00911,GCBM13
Aq_sp_Aq107_00912,PF17957.2
Aq_sp_Aq107_00913,PF08281.13
Aq_sp_Aq107_00914,PF10415.10
Aq_sp_Aq107_00915,PF13715.7
Aq_sp_Aq107_00916,PF10626.10
Aq_sp_Aq107_00917,PF07523.13
Aq_sp_Aq107_00918,PF03960.16
Aq_sp_Aq107_00919,PF03462.19
Aq_sp_Aq107_00920,PF16313.6
Aq_sp_Aq107_00921,PF01212.22
Aq_sp_Aq107_00922,PF07411.13
Aq_sp_Aq107_00923,PF00691.21
Aq_sp_Aq107_00924,PF02575.17
Aq_sp_Aq107_00925,PF00326.22
Aq_sp_Aq107_00926,PF00291.26
Aq_sp_Aq107_00927,PF00155.22
Aq_sp_Aq107_00928,PF00583.26
Aq_sp_Aq107_00929,PF12771.8
Aq_sp_Aq107_00930,PF13715.7
Aq_sp_Aq107_00931,PF07729.13
Aq_sp_Aq107_00932,PF13557.7
Aq_sp_Aq107_00933,PF16118.6
Aq_sp_Aq107_00934,PF09586.11
Aq_sp_Aq107_00935,GT4
Aq_sp_Aq107_00936,PF01943.18
Aq_sp_Aq107_00938,PF04909.15
Aq_sp_Aq107_00940,PF00578.22
Aq_sp_Aq107_00941,PF13191.7
Aq_sp_Aq107_00942,PF07638.12
Aq_sp_Aq107_00943,PF00730.26
Aq_sp_Aq107_00944,PF00578.22
Aq_sp_Aq107_00945,PF08818.12
Aq_sp_Aq107_00947,PF00753.28
Aq_sp_Aq107_00949,PF13860.7
Aq_sp_Aq107_00950,GH31
Aq_sp_Aq107_00951,PF00583.26
Aq_sp_Aq107_00953,PF14526.7
Aq_sp_Aq107_00955,PF08327.12
Aq_sp_Aq107_00956,PF08818.12
Aq_sp_Aq107_00957,PF07995.12
Aq_sp_Aq107_00958,PF00561.21
Aq_sp_Aq107_00961,PF13675.7
Aq_sp_Aq107_00962,PF13372.7
Aq_sp_Aq107_00964,PF06832.13
Aq_sp_Aq107_00965,PF11751.9
Aq_sp_Aq107_00966,PF02225.23
Aq_sp_Aq107_00968,PF13177.7
Aq_sp_Aq107_00969,PF00162.20
Aq_sp_Aq107_00970,GCBM50+GH23
Aq_sp_Aq107_00971,PF16125.6
Aq_sp_Aq107_00972,PF12836.8
Aq_sp_Aq107_00974,PF02416.17
Aq_sp_Aq107_00975,PF01551.23
Aq_sp_Aq107_00976,PF03321.14
Aq_sp_Aq107_00979,PF01073.20
Aq_sp_Aq107_00980,PF00483.24
Aq_sp_Aq107_00981,PF00908.18
Aq_sp_Aq107_00983,PF01073.20
Aq_sp_Aq107_00984,PF02348.20
Aq_sp_Aq107_00985,PF04074.13
Aq_sp_Aq107_00986,PF03328.15
Aq_sp_Aq107_00987,PF01073.20
Aq_sp_Aq107_00988,PF01182.21
Aq_sp_Aq107_00989,PF13419.7
Aq_sp_Aq107_00990,PF00389.31
Aq_sp_Aq107_00993,PF01973.19
Aq_sp_Aq107_00994,PF00535.27
Aq_sp_Aq107_00995,PF04932.16
Aq_sp_Aq107_00996,PF00535.27
Aq_sp_Aq107_00997,PF04932.16
Aq_sp_Aq107_00998,PF02397.17
Aq_sp_Aq107_00999,PF03102.15
Aq_sp_Aq107_01000,PF02348.20
Aq_sp_Aq107_01002,PF01943.18
Aq_sp_Aq107_01003,GT4
Aq_sp_Aq107_01004,PF05050.13
Aq_sp_Aq107_01006,PF04932.16
Aq_sp_Aq107_01007,GT4
Aq_sp_Aq107_01008,PF01370.22
Aq_sp_Aq107_01009,PF01073.20
Aq_sp_Aq107_01010,GT4
Aq_sp_Aq107_01011,PF02397.17
Aq_sp_Aq107_01012,PF03807.18
Aq_sp_Aq107_01013,PF01073.20
Aq_sp_Aq107_01014,PF02397.17
Aq_sp_Aq107_01015,PF04932.16
Aq_sp_Aq107_01016,PF02655.15
Aq_sp_Aq107_01020,PF03602.16
Aq_sp_Aq107_01021,PF14063.7
Aq_sp_Aq107_01022,GT9
Aq_sp_Aq107_01023,PF12833.8
Aq_sp_Aq107_01024,PF02517.17
Aq_sp_Aq107_01025,PF00970.25
Aq_sp_Aq107_01026,PF13601.7
Aq_sp_Aq107_01028,PF18940.1
Aq_sp_Aq107_01029,PF13304.7
Aq_sp_Aq107_01030,PF13181.7
Aq_sp_Aq107_01031,PF04519.14
Aq_sp_Aq107_01032,PF00119.21
Aq_sp_Aq107_01033,PF00137.22
Aq_sp_Aq107_01034,PF00430.19
Aq_sp_Aq107_01035,PF00213.19
Aq_sp_Aq107_01036,PF00006.26
Aq_sp_Aq107_01037,PF00231.20
Aq_sp_Aq107_01041,PF01554.19
Aq_sp_Aq107_01042,PF00692.20
Aq_sp_Aq107_01043,PF00132.25
Aq_sp_Aq107_01044,PF12895.8
Aq_sp_Aq107_01045,PF14125.7
Aq_sp_Aq107_01046,PF01551.23
Aq_sp_Aq107_01047,PF01925.20
Aq_sp_Aq107_01048,PF03061.23
Aq_sp_Aq107_01049,PF18174.2
Aq_sp_Aq107_01050,PF02481.16
Aq_sp_Aq107_01051,PF00657.23
Aq_sp_Aq107_01052,PF12412.9
Aq_sp_Aq107_01053,GH3
Aq_sp_Aq107_01054,PF00581.21
Aq_sp_Aq107_01055,PF07366.13
Aq_sp_Aq107_01056,PF09905.10
Aq_sp_Aq107_01057,PF07479.15
Aq_sp_Aq107_01059,PF06052.13
Aq_sp_Aq107_01060,PF00171.23
Aq_sp_Aq107_01062,PF13860.7
Aq_sp_Aq107_01064,PF12773.8
Aq_sp_Aq107_01065,PF01145.26
Aq_sp_Aq107_01068,PF13191.7
Aq_sp_Aq107_01069,PF00672.26
Aq_sp_Aq107_01070,PF00378.21
Aq_sp_Aq107_01072,PF01467.27
Aq_sp_Aq107_01073,PF13238.7
Aq_sp_Aq107_01074,PF08340.12
Aq_sp_Aq107_01075,PF00583.26
Aq_sp_Aq107_01076,PF03653.14
Aq_sp_Aq107_01077,GH74
Aq_sp_Aq107_01078,PF02129.19
Aq_sp_Aq107_01079,PF01554.19
Aq_sp_Aq107_01080,PF00762.20
Aq_sp_Aq107_01082,PF12833.8
Aq_sp_Aq107_01083,PF03807.18
Aq_sp_Aq107_01084,PF01379.21
Aq_sp_Aq107_01085,PF02602.16
Aq_sp_Aq107_01086,PF01208.18
Aq_sp_Aq107_01088,PF07264.12
Aq_sp_Aq107_01089,PF01218.19
Aq_sp_Aq107_01092,PF13715.7
Aq_sp_Aq107_01093,PF13715.7
Aq_sp_Aq107_01094,PF12730.8
Aq_sp_Aq107_01095,PF13304.7
Aq_sp_Aq107_01096,PF00490.22
Aq_sp_Aq107_01098,PF00034.22
Aq_sp_Aq107_01099,PF05163.13
Aq_sp_Aq107_01101,PF00571.29
Aq_sp_Aq107_01102,PF01035.21
Aq_sp_Aq107_01103,PF06580.14
Aq_sp_Aq107_01104,PF04397.16
Aq_sp_Aq107_01105,PF00144.25
Aq_sp_Aq107_01107,PF07508.14
Aq_sp_Aq107_01108,PF12844.8
Aq_sp_Aq107_01112,PF13476.7
Aq_sp_Aq107_01113,PF00239.22
Aq_sp_Aq107_01114,PF10108.10
Aq_sp_Aq107_01116,PF01344.26
Aq_sp_Aq107_01117,PF00149.29
Aq_sp_Aq107_01119,PF04326.15
Aq_sp_Aq107_01120,PF00106.26
Aq_sp_Aq107_01121,PF07726.12
Aq_sp_Aq107_01122,PF01882.19
Aq_sp_Aq107_01123,PF14316.7
Aq_sp_Aq107_01124,PF07584.12
Aq_sp_Aq107_01125,PF02525.18
Aq_sp_Aq107_01126,PF00092.29
Aq_sp_Aq107_01127,PF12895.8
Aq_sp_Aq107_01128,PF13584.7
Aq_sp_Aq107_01129,PF08239.12
Aq_sp_Aq107_01130,PF04235.13
Aq_sp_Aq107_01132,PF16983.6
Aq_sp_Aq107_01133,PF00484.20
Aq_sp_Aq107_01134,PF01740.22
Aq_sp_Aq107_01135,PF02674.17
Aq_sp_Aq107_01137,PF02912.19
Aq_sp_Aq107_01140,PF05569.12
Aq_sp_Aq107_01141,PF03965.17
Aq_sp_Aq107_01142,PF07224.12
Aq_sp_Aq107_01143,PF00579.26
Aq_sp_Aq107_01144,PF01553.22
Aq_sp_Aq107_01146,PF07638.12
Aq_sp_Aq107_01148,PF13479.7
Aq_sp_Aq107_01149,PF00581.21
Aq_sp_Aq107_01150,PF04468.13
Aq_sp_Aq107_01151,PF14109.7
Aq_sp_Aq107_01152,GT51
Aq_sp_Aq107_01153,GT51
Aq_sp_Aq107_01154,PF01144.24
Aq_sp_Aq107_01155,PF01144.24
Aq_sp_Aq107_01156,PF09992.10
Aq_sp_Aq107_01157,PF00583.26
Aq_sp_Aq107_01158,PF00041.22
Aq_sp_Aq107_01159,PF00561.21
Aq_sp_Aq107_01160,PF01062.22
Aq_sp_Aq107_01161,PF13279.7
Aq_sp_Aq107_01162,PF00892.21
Aq_sp_Aq107_01163,PF03960.16
Aq_sp_Aq107_01164,PF12867.8
Aq_sp_Aq107_01165,PF11738.9
Aq_sp_Aq107_01166,PF00155.22
Aq_sp_Aq107_01167,PF00208.22
Aq_sp_Aq107_01168,PF18962.1
Aq_sp_Aq107_01169,PF02565.16
Aq_sp_Aq107_01170,PF14905.7
Aq_sp_Aq107_01172,PF13474.7
Aq_sp_Aq107_01174,PF01400.25
Aq_sp_Aq107_01176,PF07044.12
Aq_sp_Aq107_01177,PF00873.20
Aq_sp_Aq107_01178,PF16925.6
Aq_sp_Aq107_01179,PF10604.10
Aq_sp_Aq107_01181,PF04542.15
Aq_sp_Aq107_01182,PF10604.10
Aq_sp_Aq107_01183,PF10604.10
Aq_sp_Aq107_01184,PF16925.6
Aq_sp_Aq107_01185,PF10604.10
Aq_sp_Aq107_01188,COG3324
Aq_sp_Aq107_01189,PF09365.11
Aq_sp_Aq107_01190,PF04993.14
Aq_sp_Aq107_01191,PF02687.22
Aq_sp_Aq107_01192,PF13304.7
Aq_sp_Aq107_01193,PF04134.13
Aq_sp_Aq107_01194,PF12833.8
Aq_sp_Aq107_01195,PF05147.14
Aq_sp_Aq107_01196,PF04738.14
Aq_sp_Aq107_01197,PF14028.7
Aq_sp_Aq107_01198,PF19078.1
Aq_sp_Aq107_01199,PF00441.25
Aq_sp_Aq107_01200,PF00208.22
Aq_sp_Aq107_01201,PF03600.17
Aq_sp_Aq107_01202,PF01618.17
Aq_sp_Aq107_01203,PF02472.17
Aq_sp_Aq107_01205,PF08245.13
Aq_sp_Aq107_01206,PF00326.22
Aq_sp_Aq107_01207,PF12833.8
Aq_sp_Aq107_01208,PF02357.20
Aq_sp_Aq107_01209,PF00501.29
Aq_sp_Aq107_01210,PF00501.29
Aq_sp_Aq107_01211,PF00501.29
Aq_sp_Aq107_01212,PF00698.22
Aq_sp_Aq107_01213,PF00501.29
Aq_sp_Aq107_01214,PF00668.21
Aq_sp_Aq107_01215,PF01177.23
Aq_sp_Aq107_01216,PF00501.29
Aq_sp_Aq107_01217,PF00501.29
Aq_sp_Aq107_01218,PF00698.22
Aq_sp_Aq107_01219,PF00501.29
Aq_sp_Aq107_01220,PF00698.22
Aq_sp_Aq107_01221,PF00501.29
Aq_sp_Aq107_01222,PF18456.2
Aq_sp_Aq107_01223,PF00501.29
Aq_sp_Aq107_01224,PF00668.21
Aq_sp_Aq107_01225,PF13715.7
Aq_sp_Aq107_01226,PF00975.21
Aq_sp_Aq107_01227,PF01266.25
Aq_sp_Aq107_01228,PF13304.7
Aq_sp_Aq107_01229,PF00501.29
Aq_sp_Aq107_01230,PF00561.21
Aq_sp_Aq107_01231,PF01648.21
Aq_sp_Aq107_01232,PF00924.19
Aq_sp_Aq107_01233,PF10851.9
Aq_sp_Aq107_01234,PF01225.26
Aq_sp_Aq107_01235,PF03781.17
Aq_sp_Aq107_01236,PF01364.19
Aq_sp_Aq107_01238,PF00383.24
Aq_sp_Aq107_01239,PF00676.21
Aq_sp_Aq107_01240,PF00198.24
Aq_sp_Aq107_01241,PF00293.29
Aq_sp_Aq107_01242,PF01546.29
Aq_sp_Aq107_01243,PF00106.26
Aq_sp_Aq107_01247,PF14257.7
Aq_sp_Aq107_01248,PF12034.9
Aq_sp_Aq107_01249,PF10263.10
Aq_sp_Aq107_01250,PF00483.24
Aq_sp_Aq107_01251,PF04087.15
Aq_sp_Aq107_01252,PF13304.7
Aq_sp_Aq107_01253,PF02405.17
Aq_sp_Aq107_01254,PF01663.23
Aq_sp_Aq107_01255,PF01593.25
Aq_sp_Aq107_01256,PF02627.21
Aq_sp_Aq107_01257,PF00106.26
Aq_sp_Aq107_01258,PF13022.7
Aq_sp_Aq107_01259,PL6_1
Aq_sp_Aq107_01260,GT2_Glycos_transf_2
Aq_sp_Aq107_01262,PF08545.11
Aq_sp_Aq107_01263,COG2346
Aq_sp_Aq107_01267,PF00440.24
Aq_sp_Aq107_01268,PF13191.7
Aq_sp_Aq107_01269,PF00364.23
Aq_sp_Aq107_01270,PF02321.19
Aq_sp_Aq107_01272,PF00756.21
Aq_sp_Aq107_01273,PF13714.7
Aq_sp_Aq107_01274,PF02805.17
Aq_sp_Aq107_01275,GCBM32+PL6
Aq_sp_Aq107_01276,PF11215.9
Aq_sp_Aq107_01277,PF01541.25
Aq_sp_Aq107_01278,PF00561.21
Aq_sp_Aq107_01279,PF00266.20
Aq_sp_Aq107_01282,PF04542.15
Aq_sp_Aq107_01285,PF08338.12
Aq_sp_Aq107_01286,PF02353.21
Aq_sp_Aq107_01288,PF01022.21
Aq_sp_Aq107_01289,PF01432.21
Aq_sp_Aq107_01290,PF00731.21
Aq_sp_Aq107_01291,PF02222.23
Aq_sp_Aq107_01292,PF13207.7
Aq_sp_Aq107_01293,PF02421.19
Aq_sp_Aq107_01294,PF13715.7
Aq_sp_Aq107_01295,PF02627.21
Aq_sp_Aq107_01296,PF00027.30
Aq_sp_Aq107_01297,PF01731.21
Aq_sp_Aq107_01298,PF07687.15
Aq_sp_Aq107_01299,PF02469.23
Aq_sp_Aq107_01300,PF05721.14
Aq_sp_Aq107_01301,PF13650.7
Aq_sp_Aq107_01302,PF04473.13
Aq_sp_Aq107_01303,PF13715.7
Aq_sp_Aq107_01304,PF02517.17
Aq_sp_Aq107_01305,PF04397.16
Aq_sp_Aq107_01307,PF12893.8
Aq_sp_Aq107_01308,PF00027.30
Aq_sp_Aq107_01312,PF02311.20
Aq_sp_Aq107_01313,PF07366.13
Aq_sp_Aq107_01314,PF02311.20
Aq_sp_Aq107_01315,PF00144.25
Aq_sp_Aq107_01318,PF00207.23
Aq_sp_Aq107_01319,PF01471.19
Aq_sp_Aq107_01320,PF01225.26
Aq_sp_Aq107_01321,PF04299.13
Aq_sp_Aq107_01322,PF07606.12
Aq_sp_Aq107_01324,PF04002.16
Aq_sp_Aq107_01326,PF13419.7
Aq_sp_Aq107_01328,PF18990.1
Aq_sp_Aq107_01330,PF00004.30
Aq_sp_Aq107_01331,PF05935.12
Aq_sp_Aq107_01332,PF01839.24
Aq_sp_Aq107_01333,PF01694.23
Aq_sp_Aq107_01334,PF00588.20
Aq_sp_Aq107_01336,PF12741.8
Aq_sp_Aq107_01337,PF13715.7
Aq_sp_Aq107_01338,PF01103.24
Aq_sp_Aq107_01339,PF00164.26
Aq_sp_Aq107_01340,PF00177.22
Aq_sp_Aq107_01341,PF00679.25
Aq_sp_Aq107_01342,PF00338.23
Aq_sp_Aq107_01343,PF00297.23
Aq_sp_Aq107_01344,PF00573.23
Aq_sp_Aq107_01345,PF00276.21
Aq_sp_Aq107_01346,PF00181.24
Aq_sp_Aq107_01347,PF00203.22
Aq_sp_Aq107_01348,PF00237.20
Aq_sp_Aq107_01349,PF07650.18
Aq_sp_Aq107_01350,PF00252.19
Aq_sp_Aq107_01351,PF00831.24
Aq_sp_Aq107_01352,PF00366.21
Aq_sp_Aq107_01353,PF00238.20
Aq_sp_Aq107_01354,PF00467.30
Aq_sp_Aq107_01355,PF00281.20
Aq_sp_Aq107_01356,PF00253.22
Aq_sp_Aq107_01357,PF00410.20
Aq_sp_Aq107_01358,PF00347.24
Aq_sp_Aq107_01359,PF00861.23
Aq_sp_Aq107_01360,PF00333.21
Aq_sp_Aq107_01361,PF00828.20
Aq_sp_Aq107_01362,PF00344.21
Aq_sp_Aq107_01363,PF01176.20
Aq_sp_Aq107_01364,PF00416.23
Aq_sp_Aq107_01365,PF00411.20
Aq_sp_Aq107_01366,PF00163.20
Aq_sp_Aq107_01367,PF01000.27
Aq_sp_Aq107_01368,PF01196.20
Aq_sp_Aq107_01369,PF00988.23
Aq_sp_Aq107_01370,PF00113.23
Aq_sp_Aq107_01371,PF00285.22
Aq_sp_Aq107_01372,PF02274.18
Aq_sp_Aq107_01373,PF02274.18
Aq_sp_Aq107_01374,PF02082.21
Aq_sp_Aq107_01375,PF06206.12
Aq_sp_Aq107_01376,PF11066.9
Aq_sp_Aq107_01378,PF03485.17
Aq_sp_Aq107_01379,PF02518.27
Aq_sp_Aq107_01380,PF00583.26
Aq_sp_Aq107_01381,PF07715.16
Aq_sp_Aq107_01382,PF16344.6
Aq_sp_Aq107_01383,PF04542.15
Aq_sp_Aq107_01385,PF02469.23
Aq_sp_Aq107_01386,PF02469.23
Aq_sp_Aq107_01387,PF02518.27
Aq_sp_Aq107_01388,PF03006.21
Aq_sp_Aq107_01390,PF14088.7
Aq_sp_Aq107_01391,PF02535.23
Aq_sp_Aq107_01392,PF02353.21
Aq_sp_Aq107_01393,PF02926.18
Aq_sp_Aq107_01396,PF13649.7
Aq_sp_Aq107_01397,PF07638.12
Aq_sp_Aq107_01399,PF00202.22
Aq_sp_Aq107_01400,PF10825.9
Aq_sp_Aq107_01401,PF04505.13
Aq_sp_Aq107_01405,PF00155.22
Aq_sp_Aq107_01406,PF13715.7
Aq_sp_Aq107_01407,PF01551.23
Aq_sp_Aq107_01408,PF05164.14
Aq_sp_Aq107_01409,PF01966.23
Aq_sp_Aq107_01411,PF00004.30
Aq_sp_Aq107_01412,PF03989.14
Aq_sp_Aq107_01413,PF14853.7
Aq_sp_Aq107_01415,PF02012.21
Aq_sp_Aq107_01416,PF17131.5
Aq_sp_Aq107_01417,PF01904.19
Aq_sp_Aq107_01419,PF00270.30
Aq_sp_Aq107_01420,PF00004.30
Aq_sp_Aq107_01422,PF17541.3
Aq_sp_Aq107_01423,PF00072.25
Aq_sp_Aq107_01424,PF02518.27
Aq_sp_Aq107_01426,PF02518.27
Aq_sp_Aq107_01427,PF15428.7
Aq_sp_Aq107_01429,PF03527.15
Aq_sp_Aq107_01431,PF04717.13
Aq_sp_Aq107_01439,PF14107.7
Aq_sp_Aq107_01441,PF09994.10
Aq_sp_Aq107_01442,PF11153.9
Aq_sp_Aq107_01443,PF04717.13
Aq_sp_Aq107_01444,PF17642.2
Aq_sp_Aq107_01445,PF17642.2
Aq_sp_Aq107_01446,PF17555.3
Aq_sp_Aq107_01448,PF00877.20
Aq_sp_Aq107_01449,PF04965.15
Aq_sp_Aq107_01450,PF05947.13
Aq_sp_Aq107_01451,PF00801.21
Aq_sp_Aq107_01453,PF17561.3
Aq_sp_Aq107_01454,PF00595.25
Aq_sp_Aq107_01455,PF01227.23
Aq_sp_Aq107_01456,PF01613.19
Aq_sp_Aq107_01458,PF00875.19
Aq_sp_Aq107_01459,PF04244.14
Aq_sp_Aq107_01460,PF00875.19
Aq_sp_Aq107_01461,PF10985.9
Aq_sp_Aq107_01462,PF10504.10
Aq_sp_Aq107_01464,PF04397.16
Aq_sp_Aq107_01465,PF04389.18
Aq_sp_Aq107_01466,GCE14
Aq_sp_Aq107_01467,PF00155.22
Aq_sp_Aq107_01468,PF02518.27
Aq_sp_Aq107_01469,PF10417.10
Aq_sp_Aq107_01470,PF00085.21
Aq_sp_Aq107_01472,PF07504.14
Aq_sp_Aq107_01473,PF00578.22
Aq_sp_Aq107_01474,PF01219.20
Aq_sp_Aq107_01475,PF13491.7
Aq_sp_Aq107_01476,PF03548.16
Aq_sp_Aq107_01477,PF03739.15
Aq_sp_Aq107_01478,PF00926.20
Aq_sp_Aq107_01479,PF00155.22
Aq_sp_Aq107_01480,PF00085.21
Aq_sp_Aq107_01481,PF00881.25
Aq_sp_Aq107_01482,PF03061.23
Aq_sp_Aq107_01483,PF03553.15
Aq_sp_Aq107_01484,PF02517.17
Aq_sp_Aq107_01485,PF01725.17
Aq_sp_Aq107_01486,PF08282.13
Aq_sp_Aq107_01487,PF10728.10
Aq_sp_Aq107_01488,PF01578.21
Aq_sp_Aq107_01489,PF00474.18
Aq_sp_Aq107_01490,PF07495.14
Aq_sp_Aq107_01491,PF13715.7
Aq_sp_Aq107_01492,PF14322.7
Aq_sp_Aq107_01493,PF00801.21
Aq_sp_Aq107_01494,GH16
Aq_sp_Aq107_01495,GH3
Aq_sp_Aq107_01496,GH16
Aq_sp_Aq107_01497,GCBM6+GH16
Aq_sp_Aq107_01498,GH81+CBM6
Aq_sp_Aq107_01502,PF01266.25
Aq_sp_Aq107_01503,PF00221.20
Aq_sp_Aq107_01504,PF14903.7
Aq_sp_Aq107_01505,PF00106.26
Aq_sp_Aq107_01506,PF00109.27
Aq_sp_Aq107_01507,PF00550.26
Aq_sp_Aq107_01508,PF03279.14
Aq_sp_Aq107_01510,PF08541.11
Aq_sp_Aq107_01513,PF14399.7
Aq_sp_Aq107_01514,PF13304.7
Aq_sp_Aq107_01515,PF01061.25
Aq_sp_Aq107_01516,PF03061.23
Aq_sp_Aq107_01517,PF08545.11
Aq_sp_Aq107_01519,PF00550.26
Aq_sp_Aq107_01520,PF08545.11
Aq_sp_Aq107_01521,PF00109.27
Aq_sp_Aq107_01522,GCE4
Aq_sp_Aq107_01523,PF03548.16
Aq_sp_Aq107_01525,PF07977.14
Aq_sp_Aq107_01527,GT2_Glycos_transf_2
Aq_sp_Aq107_01528,PF01553.22
Aq_sp_Aq107_01529,PF01593.25
Aq_sp_Aq107_01530,PF03417.17
Aq_sp_Aq107_01531,PF00501.29
Aq_sp_Aq107_01535,PF02518.27
Aq_sp_Aq107_01536,PF00196.20
Aq_sp_Aq107_01537,PF18096.2
Aq_sp_Aq107_01538,PF01594.17
Aq_sp_Aq107_01539,PF00588.20
Aq_sp_Aq107_01540,PF13709.7
Aq_sp_Aq107_01541,PF06764.12
Aq_sp_Aq107_01542,PF06267.13
Aq_sp_Aq107_01543,PF05960.12
Aq_sp_Aq107_01544,PF07366.13
Aq_sp_Aq107_01546,PF00932.20
Aq_sp_Aq107_01547,PF13449.7
Aq_sp_Aq107_01548,PF04452.15
Aq_sp_Aq107_01549,PF02543.16
Aq_sp_Aq107_01550,PF04357.14
Aq_sp_Aq107_01551,PF01513.22
Aq_sp_Aq107_01552,PF02142.23
Aq_sp_Aq107_01554,PF01042.22
Aq_sp_Aq107_01555,COG1452
Aq_sp_Aq107_01556,PF01520.19
Aq_sp_Aq107_01557,PF02470.21
Aq_sp_Aq107_01558,PF00037.28
Aq_sp_Aq107_01560,PF02754.17
Aq_sp_Aq107_01562,GH3
Aq_sp_Aq107_01563,PF00248.22
Aq_sp_Aq107_01565,PF00482.24
Aq_sp_Aq107_01566,PF07963.13
Aq_sp_Aq107_01577,PF05635.12
Aq_sp_Aq107_01578,PF03938.15
Aq_sp_Aq107_01580,PF13026.7
Aq_sp_Aq107_01582,PF01979.21
Aq_sp_Aq107_01583,PF07584.12
Aq_sp_Aq107_01584,PF13245.7
Aq_sp_Aq107_01585,PF13505.7
Aq_sp_Aq107_01586,PF09844.10
Aq_sp_Aq107_01587,PF01936.19
