row_0,COG,CAZyme,KO,Pfam
Aq_sp_Aq107_00586,COG1270,,K02227,PF03186.14
Aq_sp_Aq107_00587,COG3911,,,PF13521.7
Aq_sp_Aq107_00588,COG3411,,,PF01257.20
Aq_sp_Aq107_00589,COG0007,,,PF00590.21
Aq_sp_Aq107_00590,COG2138,,K03795,PF06180.12
Aq_sp_Aq107_00591,COG2243,,K03394,PF00590.21
Aq_sp_Aq107_00592,COG1010,,,PF02570.16
Aq_sp_Aq107_00593,COG0778,,K04719,PF00881.25
Aq_sp_Aq107_00594,COG2242,,,
Aq_sp_Aq107_00595,COG2875,,,PF01890.17
Aq_sp_Aq107_00596,COG2099,,K05895,PF02571.15
Aq_sp_Aq107_00597,COG1903,,,PF01888.18
Aq_sp_Aq107_00599,COG1239,,,PF07728.15
Aq_sp_Aq107_00600,COG1797,,K02224,PF13500.7
Aq_sp_Aq107_00601,COG2096,,K00798,PF01923.19
Aq_sp_Aq107_00602,COG0523,,,PF02492.20
Aq_sp_Aq107_00603,COG1429,,K02230,PF02514.17
Aq_sp_Aq107_00604,COG2207,,,PF12833.8
Aq_sp_Aq107_00606,COG0793,,,PF03572.19
Aq_sp_Aq107_00608,,,,PF14054.7
Aq_sp_Aq107_00609,COG1629,,,PF13715.7
Aq_sp_Aq107_00610,COG3712,,,PF16344.6
Aq_sp_Aq107_00611,COG1595,,K03088,PF04542.15
Aq_sp_Aq107_00612,COG0076,,K13745,PF00266.20
Aq_sp_Aq107_00613,COG3486,,K03897,PF13434.7
Aq_sp_Aq107_00614,,,,PF07690.17
Aq_sp_Aq107_00615,COG4264,,,PF13523.7
Aq_sp_Aq107_00616,COG4264,,,PF13523.7
Aq_sp_Aq107_00617,COG3503,,,PF07786.13
Aq_sp_Aq107_00618,COG2207,,,PF12833.8
Aq_sp_Aq107_00619,COG4206,,,PF13715.7
Aq_sp_Aq107_00620,,,,PF14298.7
Aq_sp_Aq107_00621,COG3182,,,PF03929.17
Aq_sp_Aq107_00622,COG2224,,K01637,PF00463.22
Aq_sp_Aq107_00623,COG1716,,,PF00498.27
Aq_sp_Aq107_00624,COG3899,,,PF13191.7
Aq_sp_Aq107_00626,COG1944,,,PF02624.17
Aq_sp_Aq107_00627,COG1509,,,
Aq_sp_Aq107_00629,COG3279,,K02477,PF04397.16
Aq_sp_Aq107_00630,COG3275,,,PF06580.14
Aq_sp_Aq107_00632,COG0566,,,PF00588.20
Aq_sp_Aq107_00634,COG1115,,K03310,PF01235.18
Aq_sp_Aq107_00635,COG2885,,,PF13715.7
Aq_sp_Aq107_00636,COG1159,,K03595,PF00350.24
Aq_sp_Aq107_00637,,,,PF18962.1
Aq_sp_Aq107_00638,COG3391,,,
Aq_sp_Aq107_00639,COG1160,,K03977,PF00005.28
Aq_sp_Aq107_00640,,,,PF12081.9
Aq_sp_Aq107_00641,COG0789,,,PF00376.24
Aq_sp_Aq107_00642,COG2843,,,PF09587.11
Aq_sp_Aq107_00643,COG0739,,,PF01551.23
Aq_sp_Aq107_00644,COG0013,,K01872,PF02272.20
Aq_sp_Aq107_00645,,,,PF08885.12
Aq_sp_Aq107_00646,COG2932,,,PF00717.24
Aq_sp_Aq107_00647,,,,PF13620.7
Aq_sp_Aq107_00648,,,,PF05257.17
Aq_sp_Aq107_00649,,,,PF05105.13
Aq_sp_Aq107_00650,COG3186,,,PF00351.22
Aq_sp_Aq107_00651,,,K01337,PF18962.1
Aq_sp_Aq107_00652,COG3187,,,PF03724.17
Aq_sp_Aq107_00653,COG1309,,K22108,PF17932.2
Aq_sp_Aq107_00654,COG1018,,K02613,PF00970.25
Aq_sp_Aq107_00655,COG3396,,K02609,PF05138.13
Aq_sp_Aq107_00656,COG3460,,K02610,PF06243.12
Aq_sp_Aq107_00657,COG3396,,K02611,PF05138.13
Aq_sp_Aq107_00658,COG2151,,K02612,PF01883.20
Aq_sp_Aq107_00659,COG3324,,,
Aq_sp_Aq107_00660,COG1024,,K15866,PF00378.21
Aq_sp_Aq107_00661,COG1250,,K00074,PF00725.23
Aq_sp_Aq107_00662,COG2050,,K02614,PF03061.23
Aq_sp_Aq107_00664,COG0183,,K02615,PF02803.19
Aq_sp_Aq107_00665,COG1012,,K02618,PF00171.23
Aq_sp_Aq107_00666,COG1024,,K01715,PF00378.21
Aq_sp_Aq107_00667,COG0663,,,PF00132.25
Aq_sp_Aq107_00668,COG0508,,K00658,PF00198.24
Aq_sp_Aq107_00669,COG0115,,K00826,PF01063.20
Aq_sp_Aq107_00670,COG0022,,,PF00676.21
Aq_sp_Aq107_00671,,,,PF13648.7
Aq_sp_Aq107_00672,COG1629,,,PF13715.7
Aq_sp_Aq107_00673,COG1629,,,PF13715.7
Aq_sp_Aq107_00674,COG3712,,,PF16344.6
Aq_sp_Aq107_00675,COG1595,,K03088,PF04542.15
Aq_sp_Aq107_00676,,,,PF12099.9
Aq_sp_Aq107_00677,COG0330,,,PF01145.26
Aq_sp_Aq107_00680,COG0385,,K03453,PF01758.17
Aq_sp_Aq107_00683,COG2885,,,PF09084.12
Aq_sp_Aq107_00684,COG0600,,,PF00528.23
Aq_sp_Aq107_00685,COG1116,,K15555,PF00005.28
Aq_sp_Aq107_00686,COG0464,,,PF00004.30
Aq_sp_Aq107_00687,COG1112,,,PF13086.7
Aq_sp_Aq107_00688,COG4340,,,PF10014.10
Aq_sp_Aq107_00691,COG4076,,,PF13649.7
Aq_sp_Aq107_00692,,,,PF18962.1
Aq_sp_Aq107_00693,COG1858,,,PF03150.15
Aq_sp_Aq107_00696,,,,PF04784.15
Aq_sp_Aq107_00697,COG5018,,,PF16473.6
Aq_sp_Aq107_00699,,,,PF13424.7
Aq_sp_Aq107_00700,COG1186,,K02836,PF00472.21
Aq_sp_Aq107_00701,COG1690,,K14415,PF01139.18
Aq_sp_Aq107_00703,COG1629,,,
Aq_sp_Aq107_00704,COG3222,,,PF09837.10
Aq_sp_Aq107_00707,COG2017,,,PF01263.21
Aq_sp_Aq107_00709,COG4585,,,PF00515.29
Aq_sp_Aq107_00710,COG1690,,,PF01139.18
Aq_sp_Aq107_00711,COG3979,GH18+CBM12+CBM20+CBM5,,PF00041.22
Aq_sp_Aq107_00713,COG1595,,K03088,PF04542.15
Aq_sp_Aq107_00714,COG2197,,,PF00072.25
Aq_sp_Aq107_00715,COG4585,,,PF00515.29
Aq_sp_Aq107_00716,COG2378,,,PF13280.7
Aq_sp_Aq107_00717,COG0025,,K03316,PF00999.22
Aq_sp_Aq107_00718,COG0028,,K00158,PF00355.27
Aq_sp_Aq107_00719,,,,PF11026.9
Aq_sp_Aq107_00721,COG0069,,,PF01070.19
Aq_sp_Aq107_00722,COG0664,,K21561,PF00027.30
Aq_sp_Aq107_00723,COG0629,,,PF00436.26
Aq_sp_Aq107_00725,,,,PF07609.12
Aq_sp_Aq107_00727,COG0160,,,PF00202.22
Aq_sp_Aq107_00728,COG0725,,K02020,PF13531.7
Aq_sp_Aq107_00730,COG4149,,,PF00528.23
Aq_sp_Aq107_00731,COG1118,,,PF13304.7
Aq_sp_Aq107_00732,,,,PF11066.9
Aq_sp_Aq107_00733,,,,PF14014.7
Aq_sp_Aq107_00734,,,,PF13590.7
Aq_sp_Aq107_00735,COG2515,,K05396,PF00291.26
Aq_sp_Aq107_00736,COG1705,GCBM50+GH73,,PF01832.21
Aq_sp_Aq107_00737,COG0001,,K01845,PF00155.22
Aq_sp_Aq107_00738,,,,PF16313.6
Aq_sp_Aq107_00741,COG4682,,,PF05360.15
Aq_sp_Aq107_00742,,,,PF00515.29
Aq_sp_Aq107_00743,COG4872,,,PF09925.10
Aq_sp_Aq107_00744,,,,PF14345.7
Aq_sp_Aq107_00747,,,,PF13585.7
Aq_sp_Aq107_00748,,,,PF11751.9
Aq_sp_Aq107_00749,COG3540,,,PF09423.11
Aq_sp_Aq107_00751,COG1190,,,PF00152.21
Aq_sp_Aq107_00752,,,,PF00515.29
Aq_sp_Aq107_00753,COG0823,,,PF07676.13
Aq_sp_Aq107_00754,COG0526,,,PF00085.21
Aq_sp_Aq107_00755,,,,PF07610.12
Aq_sp_Aq107_00756,COG2197,,,PF00196.20
Aq_sp_Aq107_00760,COG0321,,K03801,PF03099.20
Aq_sp_Aq107_00762,,,,PF18962.1
Aq_sp_Aq107_00764,COG0164,,K03470,PF01351.19
Aq_sp_Aq107_00765,,,,PF14121.7
Aq_sp_Aq107_00766,COG1629,,,PF13715.7
Aq_sp_Aq107_00767,,,,PF14322.7
Aq_sp_Aq107_00768,,,,PF00801.21
Aq_sp_Aq107_00770,COG2273,GH16,,PF00722.22
Aq_sp_Aq107_00771,,,,PF01839.24
Aq_sp_Aq107_00772,,,,PF07494.12
Aq_sp_Aq107_00773,COG3279,,,PF04397.16
Aq_sp_Aq107_00775,COG0587,,K02337,PF07733.13
Aq_sp_Aq107_00776,COG0389,,,PF00817.21
Aq_sp_Aq107_00777,COG4942,,,
Aq_sp_Aq107_00779,COG0642,,,PF02518.27
Aq_sp_Aq107_00780,COG0642,,,PF02518.27
Aq_sp_Aq107_00781,COG3279,,,PF04397.16
Aq_sp_Aq107_00784,COG2207,,,PF12833.8
Aq_sp_Aq107_00785,COG3279,,,PF04397.16
Aq_sp_Aq107_00787,,,,PF10626.10
Aq_sp_Aq107_00788,COG4886,,,PF12799.8
Aq_sp_Aq107_00791,COG3209,,,PF14412.7
Aq_sp_Aq107_00793,COG3501,,,PF04717.13
Aq_sp_Aq107_00797,COG2103,,K07106,PF01380.23
Aq_sp_Aq107_00798,,,,PF14054.7
Aq_sp_Aq107_00799,COG1629,,,PF13715.7
Aq_sp_Aq107_00800,COG3637,,,PF13505.7
Aq_sp_Aq107_00805,COG1595,,K03088,PF07638.12
Aq_sp_Aq107_00806,COG2838,,,PF03971.15
Aq_sp_Aq107_00807,COG0335,,K02884,PF01245.21
Aq_sp_Aq107_00808,COG0336,,K00554,PF01746.22
Aq_sp_Aq107_00810,COG0057,,K00134,PF02800.21
Aq_sp_Aq107_00811,COG0265,,,PF00595.25
Aq_sp_Aq107_00812,COG0253,,K01778,PF01678.20
Aq_sp_Aq107_00813,COG1670,,K00657,PF00583.26
Aq_sp_Aq107_00814,COG1559,,K07082,PF02618.17
Aq_sp_Aq107_00816,COG0313,,K07056,PF00590.21
Aq_sp_Aq107_00817,COG0394,,K01104,PF01451.22
Aq_sp_Aq107_00818,COG0593,,K02313,PF00004.30
Aq_sp_Aq107_00819,COG0824,,K07107,PF03061.23
Aq_sp_Aq107_00820,COG1739,,,PF01205.20
Aq_sp_Aq107_00821,,,,PF00892.21
Aq_sp_Aq107_00822,COG1011,,K21063,PF13419.7
Aq_sp_Aq107_00823,COG0117,,K11752,PF00383.24
Aq_sp_Aq107_00825,COG1670,,,PF00583.26
Aq_sp_Aq107_00826,COG2890,,,PF05971.13
Aq_sp_Aq107_00827,COG1611,,,PF18306.2
Aq_sp_Aq107_00828,COG0272,,,PF00533.27
Aq_sp_Aq107_00829,,,,PF07947.15
Aq_sp_Aq107_00834,COG0329,,K01714,PF00701.23
Aq_sp_Aq107_00835,,,,PF07885.17
Aq_sp_Aq107_00836,COG4105,,,PF13432.7
Aq_sp_Aq107_00837,,,,PF01192.23
Aq_sp_Aq107_00838,COG0452,,,PF04127.16
Aq_sp_Aq107_00839,,,,PF16119.6
Aq_sp_Aq107_00840,COG0497,,K03631,PF13175.7
Aq_sp_Aq107_00841,COG0623,,K00208,PF13561.7
Aq_sp_Aq107_00842,COG1215,GT2,,PF00535.27
Aq_sp_Aq107_00843,,,,PF07949.13
Aq_sp_Aq107_00844,COG0237,,K00859,PF13238.7
Aq_sp_Aq107_00845,COG0642,,,PF02518.27
Aq_sp_Aq107_00846,COG0745,,K07658,PF00072.25
Aq_sp_Aq107_00847,COG0324,,K00791,PF13671.7
Aq_sp_Aq107_00848,COG1226,,,PF00520.32
Aq_sp_Aq107_00849,,,,PF12969.8
Aq_sp_Aq107_00850,COG2176,,,PF01541.25
Aq_sp_Aq107_00851,COG0325,,K06997,PF01168.21
Aq_sp_Aq107_00852,COG4198,,,PF06245.12
Aq_sp_Aq107_00853,COG0739,,,PF01551.23
Aq_sp_Aq107_00854,COG1250,,K00074,PF00725.23
Aq_sp_Aq107_00855,COG0673,,K16043,PF01113.21
Aq_sp_Aq107_00856,COG2518,,K00573,PF01135.20
Aq_sp_Aq107_00858,COG0691,,K03664,PF01668.19
Aq_sp_Aq107_00859,,,,PF13026.7
Aq_sp_Aq107_00861,COG0406,,,PF00300.23
Aq_sp_Aq107_00862,COG4222,,,PF13449.7
Aq_sp_Aq107_00863,COG2730,GH5_2,,PF00150.19
Aq_sp_Aq107_00865,COG1309,,K18939,PF00440.24
Aq_sp_Aq107_00866,COG2356,,,PF04231.14
Aq_sp_Aq107_00868,COG0542,,K03695,PF00004.30
Aq_sp_Aq107_00869,,,,PF11009.9
Aq_sp_Aq107_00870,COG2346,,,
Aq_sp_Aq107_00871,COG0664,,K10914,PF00027.30
Aq_sp_Aq107_00873,COG0179,,,PF01557.19
Aq_sp_Aq107_00874,COG0112,,K00600,PF00155.22
Aq_sp_Aq107_00875,,,,PF02012.21
Aq_sp_Aq107_00876,COG2128,,,
Aq_sp_Aq107_00877,COG0597,,K03101,PF01252.19
Aq_sp_Aq107_00878,,,,PF14534.7
Aq_sp_Aq107_00879,COG1670,,,PF00583.26
Aq_sp_Aq107_00880,COG4886,,,PF12799.8
Aq_sp_Aq107_00882,COG1249,,,PF01266.25
Aq_sp_Aq107_00883,COG3279,,K11641,PF04397.16
Aq_sp_Aq107_00884,COG3275,,,PF06580.14
Aq_sp_Aq107_00885,,,,PF01618.17
Aq_sp_Aq107_00886,COG0526,,,PF00578.22
Aq_sp_Aq107_00887,COG1680,,,PF00144.25
Aq_sp_Aq107_00888,COG3369,,,PF09360.11
Aq_sp_Aq107_00889,,,,PF11376.9
Aq_sp_Aq107_00890,COG1132,,K06147,PF00664.24
Aq_sp_Aq107_00891,COG0491,,,
Aq_sp_Aq107_00892,COG1988,,K07038,PF04307.15
Aq_sp_Aq107_00894,COG0513,,K11927,PF00270.30
Aq_sp_Aq107_00895,COG0009,,,PF01300.19
Aq_sp_Aq107_00896,COG2207,,K02855,PF12833.8
Aq_sp_Aq107_00897,,,,PF18962.1
Aq_sp_Aq107_00898,COG3279,,K02477,PF04397.16
Aq_sp_Aq107_00899,COG3275,,,PF06580.14
Aq_sp_Aq107_00900,COG0366,GH13_20,,PF00128.25
Aq_sp_Aq107_00902,,,,PF11306.9
Aq_sp_Aq107_00903,COG1360,,,PF00691.21
Aq_sp_Aq107_00904,COG1216,GT2,,PF00535.27
Aq_sp_Aq107_00905,,,,PF04313.15
Aq_sp_Aq107_00906,COG1466,,K02340,PF06144.14
Aq_sp_Aq107_00907,COG2814,,,PF07690.17
Aq_sp_Aq107_00908,COG1522,,K03719,PF01037.22
Aq_sp_Aq107_00909,COG0626,,K01761,PF00155.22
Aq_sp_Aq107_00910,COG3858,GH18,,PF00704.29
Aq_sp_Aq107_00911,,GCBM13,,PF18962.1
Aq_sp_Aq107_00912,,,,PF17957.2
Aq_sp_Aq107_00913,,,,PF08281.13
Aq_sp_Aq107_00914,COG0114,,K01679,PF10415.10
Aq_sp_Aq107_00915,COG1629,,,PF13715.7
Aq_sp_Aq107_00916,,,,PF10626.10
Aq_sp_Aq107_00917,,,,PF07523.13
Aq_sp_Aq107_00918,COG1393,,K00537,PF03960.16
Aq_sp_Aq107_00919,COG1186,,K02836,PF03462.19
Aq_sp_Aq107_00920,,,,PF16313.6
Aq_sp_Aq107_00921,COG2008,,K20801,PF01212.22
Aq_sp_Aq107_00922,COG3422,,K09946,PF07411.13
Aq_sp_Aq107_00923,COG2885,,,PF00691.21
Aq_sp_Aq107_00924,COG0718,,,PF02575.17
Aq_sp_Aq107_00925,COG1770,,K01354,PF00326.22
Aq_sp_Aq107_00926,COG0031,,K01697,PF00291.26
Aq_sp_Aq107_00927,COG0156,,K00639,PF00155.22
Aq_sp_Aq107_00928,,,,PF00583.26
Aq_sp_Aq107_00929,,,,PF12771.8
Aq_sp_Aq107_00930,COG1629,,,PF13715.7
Aq_sp_Aq107_00931,COG2186,,K05799,PF07729.13
Aq_sp_Aq107_00932,,,,PF13557.7
Aq_sp_Aq107_00933,,,,PF16118.6
Aq_sp_Aq107_00934,COG4485,,,PF09586.11
Aq_sp_Aq107_00935,COG0438,GT4,,PF13439.7
Aq_sp_Aq107_00936,COG2244,,,PF01943.18
Aq_sp_Aq107_00938,COG2159,,,PF04909.15
Aq_sp_Aq107_00940,COG1225,,,PF00578.22
Aq_sp_Aq107_00941,COG0178,,K03701,PF13191.7
Aq_sp_Aq107_00942,COG1595,,K03088,PF07638.12
Aq_sp_Aq107_00943,COG0177,,K10773,PF00730.26
Aq_sp_Aq107_00944,COG1225,,K03564,PF00578.22
Aq_sp_Aq107_00945,,,,PF08818.12
Aq_sp_Aq107_00947,COG1235,,,PF00753.28
Aq_sp_Aq107_00949,COG4222,,,PF13860.7
Aq_sp_Aq107_00950,COG1501,GH31,K18820,PF16338.6
Aq_sp_Aq107_00951,COG1670,,,PF00583.26
Aq_sp_Aq107_00953,COG2207,,,PF14526.7
Aq_sp_Aq107_00955,COG3832,,,PF08327.12
Aq_sp_Aq107_00956,COG4430,,,PF08818.12
Aq_sp_Aq107_00957,COG2133,,,PF07995.12
Aq_sp_Aq107_00958,COG0400,,,PF00561.21
Aq_sp_Aq107_00961,,,,PF13675.7
Aq_sp_Aq107_00962,,,,PF13372.7
Aq_sp_Aq107_00964,,,,PF06832.13
Aq_sp_Aq107_00965,,,,PF11751.9
Aq_sp_Aq107_00966,,,,PF02225.23
Aq_sp_Aq107_00968,COG2812,,,PF13177.7
Aq_sp_Aq107_00969,COG0126,,K00927,PF00162.20
Aq_sp_Aq107_00970,COG1388,GCBM50+GH23,,PF01476.21
Aq_sp_Aq107_00971,,,,PF16125.6
Aq_sp_Aq107_00972,COG2183,,K06959,PF12836.8
Aq_sp_Aq107_00974,COG1826,,K03116,PF02416.17
Aq_sp_Aq107_00975,COG0739,,,PF01551.23
Aq_sp_Aq107_00976,,,,PF03321.14
Aq_sp_Aq107_00979,COG1088,,K01710,PF01073.20
Aq_sp_Aq107_00980,COG1209,,K00973,PF00483.24
Aq_sp_Aq107_00981,COG1898,,K01790,PF00908.18
Aq_sp_Aq107_00983,COG1091,,,PF01073.20
Aq_sp_Aq107_00984,COG1083,,K18431,PF02348.20
Aq_sp_Aq107_00985,COG2731,,,PF04074.13
Aq_sp_Aq107_00986,COG3836,,,PF03328.15
Aq_sp_Aq107_00987,COG0451,,,PF01073.20
Aq_sp_Aq107_00988,COG0363,,K01057,PF01182.21
Aq_sp_Aq107_00989,COG0546,,,PF13419.7
Aq_sp_Aq107_00990,COG0111,,,PF00389.31
Aq_sp_Aq107_00993,,,,PF01973.19
Aq_sp_Aq107_00994,COG0463,,,PF00535.27
Aq_sp_Aq107_00995,,,,PF04932.16
Aq_sp_Aq107_00996,COG0463,,K18788,PF00535.27
Aq_sp_Aq107_00997,,,,PF04932.16
Aq_sp_Aq107_00998,COG2148,,,PF02397.17
Aq_sp_Aq107_00999,COG2089,,K18430,PF03102.15
Aq_sp_Aq107_01000,COG1083,,,PF02348.20
Aq_sp_Aq107_01002,COG2244,,,PF01943.18
Aq_sp_Aq107_01003,COG0438,GT4,,PF00534.21
Aq_sp_Aq107_01004,,,,PF05050.13
Aq_sp_Aq107_01006,,,,PF04932.16
Aq_sp_Aq107_01007,COG0438,GT4,,PF00534.21
Aq_sp_Aq107_01008,COG1089,,,PF01370.22
Aq_sp_Aq107_01009,COG0451,,,PF01073.20
Aq_sp_Aq107_01010,COG0438,GT4,,PF00534.21
Aq_sp_Aq107_01011,COG2148,,,PF02397.17
Aq_sp_Aq107_01012,COG1004,,K00012,PF03807.18
Aq_sp_Aq107_01013,COG0451,,K01784,PF01073.20
Aq_sp_Aq107_01014,COG2148,,K03606,PF02397.17
Aq_sp_Aq107_01015,COG3307,,,PF04932.16
Aq_sp_Aq107_01016,COG0151,,K01945,PF02655.15
Aq_sp_Aq107_01020,COG3392,,,PF03602.16
Aq_sp_Aq107_01021,,,,PF14063.7
Aq_sp_Aq107_01022,COG0859,GT9,,PF01075.18
Aq_sp_Aq107_01023,COG2207,,,PF12833.8
Aq_sp_Aq107_01024,,,,PF02517.17
Aq_sp_Aq107_01025,COG1018,,K02613,PF00970.25
Aq_sp_Aq107_01026,COG1695,,,PF13601.7
Aq_sp_Aq107_01028,,,,PF18940.1
Aq_sp_Aq107_01029,COG1131,,,PF13304.7
Aq_sp_Aq107_01030,,,,PF13181.7
Aq_sp_Aq107_01031,COG1664,,,PF04519.14
Aq_sp_Aq107_01032,COG0356,,,PF00119.21
Aq_sp_Aq107_01033,COG0636,,,PF00137.22
Aq_sp_Aq107_01034,COG0711,,K02109,PF00430.19
Aq_sp_Aq107_01035,COG0712,,K02113,PF00213.19
Aq_sp_Aq107_01036,COG0056,,,PF00006.26
Aq_sp_Aq107_01037,COG0224,,K02115,PF00231.20
Aq_sp_Aq107_01041,COG2244,,,PF01554.19
Aq_sp_Aq107_01042,COG0756,,K01520,PF00692.20
Aq_sp_Aq107_01043,COG1209,,K04042,PF00132.25
Aq_sp_Aq107_01044,COG4783,,,PF12895.8
Aq_sp_Aq107_01045,,,,PF14125.7
Aq_sp_Aq107_01046,COG4942,,K22719,PF01551.23
Aq_sp_Aq107_01047,COG0730,,,PF01925.20
Aq_sp_Aq107_01048,COG1607,,,PF03061.23
Aq_sp_Aq107_01049,,,,PF18174.2
Aq_sp_Aq107_01050,COG0758,,,PF02481.16
Aq_sp_Aq107_01051,COG2755,,,PF00657.23
Aq_sp_Aq107_01052,,,,PF12412.9
Aq_sp_Aq107_01053,COG1472,GH3,K01207,PF00933.22
Aq_sp_Aq107_01054,COG2897,,K01011,PF00581.21
Aq_sp_Aq107_01055,,,,PF07366.13
Aq_sp_Aq107_01056,COG4628,,,PF09905.10
Aq_sp_Aq107_01057,COG0240,,K00057,PF07479.15
Aq_sp_Aq107_01059,COG0662,,K00452,PF06052.13
Aq_sp_Aq107_01060,COG1012,,K22187,PF00171.23
Aq_sp_Aq107_01062,,,,PF13860.7
Aq_sp_Aq107_01064,,,,PF12773.8
Aq_sp_Aq107_01065,COG4260,,,PF01145.26
Aq_sp_Aq107_01068,COG1123,,K13892,PF13191.7
Aq_sp_Aq107_01069,COG5000,,,PF00672.26
Aq_sp_Aq107_01070,COG1024,,K01715,PF00378.21
Aq_sp_Aq107_01072,COG1057,,K00969,PF01467.27
Aq_sp_Aq107_01073,COG0194,,K00942,PF13238.7
Aq_sp_Aq107_01074,COG1561,,,PF08340.12
Aq_sp_Aq107_01075,COG0456,,K03825,PF00583.26
Aq_sp_Aq107_01076,COG1981,,,PF03653.14
Aq_sp_Aq107_01077,COG4447,GH74,,PF02012.21
Aq_sp_Aq107_01078,COG2936,,K21017,PF02129.19
Aq_sp_Aq107_01079,COG0534,,K18908,PF01554.19
Aq_sp_Aq107_01080,COG0276,,K01772,PF00762.20
Aq_sp_Aq107_01082,COG2207,,,PF12833.8
Aq_sp_Aq107_01083,COG0373,,K02492,PF03807.18
Aq_sp_Aq107_01084,COG0181,,K01749,PF01379.21
Aq_sp_Aq107_01085,COG1587,,,PF02602.16
Aq_sp_Aq107_01086,COG0407,,K01599,PF01208.18
Aq_sp_Aq107_01088,COG2981,,,PF07264.12
Aq_sp_Aq107_01089,COG0408,,K00228,PF01218.19
Aq_sp_Aq107_01092,,,,PF13715.7
Aq_sp_Aq107_01093,,,,PF13715.7
Aq_sp_Aq107_01094,COG0308,,,PF12730.8
Aq_sp_Aq107_01095,COG1131,,K01990,PF13304.7
Aq_sp_Aq107_01096,COG0113,,K01698,PF00490.22
Aq_sp_Aq107_01098,COG4654,,,PF00034.22
Aq_sp_Aq107_01099,COG2318,,,PF05163.13
Aq_sp_Aq107_01101,COG1253,,,PF00571.29
Aq_sp_Aq107_01102,COG0350,,K00567,PF01035.21
Aq_sp_Aq107_01103,COG2972,,,PF06580.14
Aq_sp_Aq107_01104,COG3279,,K02477,PF04397.16
Aq_sp_Aq107_01105,COG1680,,,PF00144.25
Aq_sp_Aq107_01107,COG1961,,,PF07508.14
Aq_sp_Aq107_01108,COG1476,,,PF12844.8
Aq_sp_Aq107_01112,,,,PF13476.7
Aq_sp_Aq107_01113,COG1961,,,PF00239.22
Aq_sp_Aq107_01114,,,,PF10108.10
Aq_sp_Aq107_01116,,,,PF01344.26
Aq_sp_Aq107_01117,,,,PF00149.29
Aq_sp_Aq107_01119,,,,PF04326.15
Aq_sp_Aq107_01120,COG4221,,K16066,PF00106.26
Aq_sp_Aq107_01121,COG0714,,,PF07726.12
Aq_sp_Aq107_01122,COG1721,,,PF01882.19
Aq_sp_Aq107_01123,,,,PF14316.7
Aq_sp_Aq107_01124,COG2304,,,PF07584.12
Aq_sp_Aq107_01125,COG0655,,,PF02525.18
Aq_sp_Aq107_01126,COG1240,,,PF00092.29
Aq_sp_Aq107_01127,COG5010,,,PF12895.8
Aq_sp_Aq107_01128,,,,PF13584.7
Aq_sp_Aq107_01129,,,,PF08239.12
Aq_sp_Aq107_01130,COG2311,,,PF04235.13
Aq_sp_Aq107_01132,COG0659,,K03321,PF16983.6
Aq_sp_Aq107_01133,COG0288,,K01673,PF00484.20
Aq_sp_Aq107_01134,COG0659,,K03321,PF01740.22
Aq_sp_Aq107_01135,,,,PF02674.17
Aq_sp_Aq107_01137,COG0016,,K01889,PF02912.19
Aq_sp_Aq107_01140,COG4219,,,PF05569.12
Aq_sp_Aq107_01141,COG3682,,K02546,PF03965.17
Aq_sp_Aq107_01142,,,,PF07224.12
Aq_sp_Aq107_01143,COG0180,,K01867,PF00579.26
Aq_sp_Aq107_01144,COG0204,,,PF01553.22
Aq_sp_Aq107_01146,COG1595,,K03088,PF07638.12
Aq_sp_Aq107_01148,COG0468,,K03553,PF13479.7
Aq_sp_Aq107_01149,COG1054,,K07146,PF00581.21
Aq_sp_Aq107_01150,COG1774,,,PF04468.13
Aq_sp_Aq107_01151,,,,PF14109.7
Aq_sp_Aq107_01152,COG5009,GT51,K05366,PF00912.23
Aq_sp_Aq107_01153,COG5009,GT51,K05366,PF00912.23
Aq_sp_Aq107_01154,COG1788,,K01028,PF01144.24
Aq_sp_Aq107_01155,COG2057,,K01029,PF01144.24
Aq_sp_Aq107_01156,COG3698,,,PF09992.10
Aq_sp_Aq107_01157,COG1670,,,PF00583.26
Aq_sp_Aq107_01158,COG3979,,,PF00041.22
Aq_sp_Aq107_01159,COG0429,,,PF00561.21
Aq_sp_Aq107_01160,COG3781,,,PF01062.22
Aq_sp_Aq107_01161,COG0824,,,PF13279.7
Aq_sp_Aq107_01162,COG0697,,,PF00892.21
Aq_sp_Aq107_01163,COG1393,,,PF03960.16
Aq_sp_Aq107_01164,,,,PF12867.8
Aq_sp_Aq107_01165,,,,PF11738.9
Aq_sp_Aq107_01166,COG0626,,K01760,PF00155.22
Aq_sp_Aq107_01167,COG0334,,,PF00208.22
Aq_sp_Aq107_01168,COG3292,,,PF18962.1
Aq_sp_Aq107_01169,COG1381,,,PF02565.16
Aq_sp_Aq107_01170,COG1629,,,PF14905.7
Aq_sp_Aq107_01172,,,,PF13474.7
Aq_sp_Aq107_01174,,,,PF01400.25
Aq_sp_Aq107_01176,,,,PF07044.12
Aq_sp_Aq107_01177,COG1033,,,PF00873.20
Aq_sp_Aq107_01178,COG1309,,,PF16925.6
Aq_sp_Aq107_01179,,,,PF10604.10
Aq_sp_Aq107_01181,COG1595,,,PF04542.15
Aq_sp_Aq107_01182,,,,PF10604.10
Aq_sp_Aq107_01183,,,,PF10604.10
