row_0,CAZyme
Aq_sp_Aq349_00809,PF00749.22
Aq_sp_Aq349_00811,PF01145.26
Aq_sp_Aq349_00813,PF00749.22
Aq_sp_Aq349_00814,PF02152.19
Aq_sp_Aq349_00815,PF01810.19
Aq_sp_Aq349_00816,PF10988.9
Aq_sp_Aq349_00817,PF17876.2
Aq_sp_Aq349_00819,PF02502.19
Aq_sp_Aq349_00820,PF01545.22
Aq_sp_Aq349_00821,PF13673.8
Aq_sp_Aq349_00822,PF00595.25
Aq_sp_Aq349_00823,PF00825.19
Aq_sp_Aq349_00824,PF01433.21
Aq_sp_Aq349_00825,PF00082.23
Aq_sp_Aq349_00826,PF00753.28
Aq_sp_Aq349_00827,PF00916.21
Aq_sp_Aq349_00828,PF00582.27
Aq_sp_Aq349_00829,PF00999.22
Aq_sp_Aq349_00832,PF13715.7
Aq_sp_Aq349_00833,PF18942.1
Aq_sp_Aq349_00834,PF01797.17
Aq_sp_Aq349_00835,PF02353.21
Aq_sp_Aq349_00837,PF12388.9
Aq_sp_Aq349_00838,PF12388.9
Aq_sp_Aq349_00839,PF00149.29
Aq_sp_Aq349_00840,PF11589.9
Aq_sp_Aq349_00844,PF00025.22
Aq_sp_Aq349_00845,PF11276.9
Aq_sp_Aq349_00846,PF00930.22
Aq_sp_Aq349_00847,PF00583.26
Aq_sp_Aq349_00848,PF11276.9
Aq_sp_Aq349_00849,PF10652.10
Aq_sp_Aq349_00850,PF04397.16
Aq_sp_Aq349_00851,PF01590.27
Aq_sp_Aq349_00852,PF03061.23
Aq_sp_Aq349_00853,PF01883.20
Aq_sp_Aq349_00854,PF02657.16
Aq_sp_Aq349_00855,PF14302.7
Aq_sp_Aq349_00856,PF00155.22
Aq_sp_Aq349_00857,PF00144.25
Aq_sp_Aq349_00858,PF01458.18
Aq_sp_Aq349_00859,PF00005.28
Aq_sp_Aq349_00861,PF01458.18
Aq_sp_Aq349_00862,PF01521.21
Aq_sp_Aq349_00863,PF03150.15
Aq_sp_Aq349_00866,PF00041.22
Aq_sp_Aq349_00867,COG5276
Aq_sp_Aq349_00868,PF00586.25
Aq_sp_Aq349_00870,PF00561.21
Aq_sp_Aq349_00871,PF05525.14
Aq_sp_Aq349_00872,PF03150.15
Aq_sp_Aq349_00873,PF00903.26
Aq_sp_Aq349_00874,PF12833.8
Aq_sp_Aq349_00876,PF05195.17
Aq_sp_Aq349_00878,PF02012.21
Aq_sp_Aq349_00879,PF14322.7
Aq_sp_Aq349_00880,PF13715.7
Aq_sp_Aq349_00881,PF01590.27
Aq_sp_Aq349_00882,PF12146.9
Aq_sp_Aq349_00884,PF07995.12
Aq_sp_Aq349_00886,PF12833.8
Aq_sp_Aq349_00887,PF01590.27
Aq_sp_Aq349_00888,PF05935.12
Aq_sp_Aq349_00889,PF17032.6
Aq_sp_Aq349_00891,PF01344.26
Aq_sp_Aq349_00894,PF01391.19
Aq_sp_Aq349_00895,PF11026.9
Aq_sp_Aq349_00896,PF02518.27
Aq_sp_Aq349_00897,PF00072.25
Aq_sp_Aq349_00898,PF03328.15
Aq_sp_Aq349_00900,PF00035.27
Aq_sp_Aq349_00901,PF00109.27
Aq_sp_Aq349_00902,PF00550.26
Aq_sp_Aq349_00903,PF00551.20
Aq_sp_Aq349_00904,PF01693.17
Aq_sp_Aq349_00906,PF01400.25
Aq_sp_Aq349_00907,PF00294.25
Aq_sp_Aq349_00908,PF13522.7
Aq_sp_Aq349_00909,PF02777.19
Aq_sp_Aq349_00910,PF13087.7
Aq_sp_Aq349_00911,PF00691.21
Aq_sp_Aq349_00912,PF12705.8
Aq_sp_Aq349_00913,PF00561.21
Aq_sp_Aq349_00914,PF13715.7
Aq_sp_Aq349_00916,PF00873.20
Aq_sp_Aq349_00917,PF13437.7
Aq_sp_Aq349_00918,PF01475.20
Aq_sp_Aq349_00919,PF12487.9
Aq_sp_Aq349_00920,PF01545.22
Aq_sp_Aq349_00922,PF00724.21
Aq_sp_Aq349_00923,PF01522.22
Aq_sp_Aq349_00924,PF12833.8
Aq_sp_Aq349_00925,PF12833.8
Aq_sp_Aq349_00928,PF03572.19
Aq_sp_Aq349_00929,PF18962.1
Aq_sp_Aq349_00931,PF13715.7
Aq_sp_Aq349_00932,PF14322.7
Aq_sp_Aq349_00933,GH144
Aq_sp_Aq349_00934,GH3
Aq_sp_Aq349_00935,GH97
Aq_sp_Aq349_00936,PF02018.18
Aq_sp_Aq349_00937,PF00474.18
Aq_sp_Aq349_00938,PF18962.1
Aq_sp_Aq349_00940,PF00801.21
Aq_sp_Aq349_00941,PF05593.15
Aq_sp_Aq349_00942,PF06580.14
Aq_sp_Aq349_00943,PF04397.16
Aq_sp_Aq349_00944,PF01833.25
Aq_sp_Aq349_00946,PF00106.26
Aq_sp_Aq349_00947,PF13372.7
Aq_sp_Aq349_00948,PF00194.22
Aq_sp_Aq349_00949,PF10677.10
Aq_sp_Aq349_00950,PF03572.19
Aq_sp_Aq349_00951,PF12833.8
Aq_sp_Aq349_00952,PF00326.22
Aq_sp_Aq349_00957,PF01734.23
Aq_sp_Aq349_00958,PF01433.21
Aq_sp_Aq349_00959,PF13304.7
Aq_sp_Aq349_00960,PF00023.31
Aq_sp_Aq349_00961,PF06580.14
Aq_sp_Aq349_00962,PF04397.16
Aq_sp_Aq349_00963,PF07676.13
Aq_sp_Aq349_00964,PF13715.7
Aq_sp_Aq349_00965,PF06580.14
Aq_sp_Aq349_00966,PF04397.16
Aq_sp_Aq349_00968,PF00082.23
Aq_sp_Aq349_00969,PF02518.27
Aq_sp_Aq349_00970,PF00196.20
Aq_sp_Aq349_00971,PF07690.17
Aq_sp_Aq349_00972,PF12917.8
Aq_sp_Aq349_00973,PF00027.30
Aq_sp_Aq349_00974,PF05971.13
Aq_sp_Aq349_00975,PF00270.30
Aq_sp_Aq349_00976,PF00313.23
Aq_sp_Aq349_00977,PF03880.16
Aq_sp_Aq349_00978,PF00270.30
Aq_sp_Aq349_00979,PF01433.21
Aq_sp_Aq349_00980,PF13175.7
Aq_sp_Aq349_00981,PF06580.14
Aq_sp_Aq349_00982,PF04397.16
Aq_sp_Aq349_00983,PF13533.7
Aq_sp_Aq349_00984,PF03929.17
Aq_sp_Aq349_00985,PF00122.21
Aq_sp_Aq349_00986,PF12833.8
Aq_sp_Aq349_00987,PF11827.9
Aq_sp_Aq349_00988,PF02321.19
Aq_sp_Aq349_00989,PF00873.20
Aq_sp_Aq349_00991,PF04397.16
Aq_sp_Aq349_00992,PF06580.14
Aq_sp_Aq349_00993,PF13715.7
Aq_sp_Aq349_00994,PF14054.7
Aq_sp_Aq349_00995,PF13715.7
Aq_sp_Aq349_00996,PF16344.6
Aq_sp_Aq349_00997,PF07638.12
Aq_sp_Aq349_00998,PF13304.7
Aq_sp_Aq349_00999,PF01433.21
Aq_sp_Aq349_01000,PF06580.14
Aq_sp_Aq349_01001,PF04397.16
Aq_sp_Aq349_01005,PF01037.22
Aq_sp_Aq349_01007,PF12698.8
Aq_sp_Aq349_01008,PF13175.7
Aq_sp_Aq349_01009,PF14501.7
Aq_sp_Aq349_01010,PF04397.16
Aq_sp_Aq349_01011,PF05175.15
Aq_sp_Aq349_01012,PF09335.12
Aq_sp_Aq349_01015,PF03572.19
Aq_sp_Aq349_01016,PF12833.8
Aq_sp_Aq349_01018,PF13205.7
Aq_sp_Aq349_01019,PF04397.16
Aq_sp_Aq349_01020,PF06580.14
Aq_sp_Aq349_01021,PF13304.7
Aq_sp_Aq349_01023,PF13620.7
Aq_sp_Aq349_01024,PF05114.14
Aq_sp_Aq349_01026,PF00171.23
Aq_sp_Aq349_01027,PF05610.12
Aq_sp_Aq349_01028,PF12833.8
Aq_sp_Aq349_01029,PF00144.25
Aq_sp_Aq349_01030,PF02353.21
Aq_sp_Aq349_01031,PF07883.12
Aq_sp_Aq349_01032,PF04116.14
Aq_sp_Aq349_01033,PF08327.12
Aq_sp_Aq349_01034,PF08279.13
Aq_sp_Aq349_01037,PF01400.25
Aq_sp_Aq349_01039,PF00196.20
Aq_sp_Aq349_01041,PF02518.27
Aq_sp_Aq349_01042,PF01476.21
Aq_sp_Aq349_01043,PF00691.21
Aq_sp_Aq349_01044,PF10807.9
Aq_sp_Aq349_01045,PF03602.16
Aq_sp_Aq349_01046,PF01546.29
Aq_sp_Aq349_01047,PF12840.8
Aq_sp_Aq349_01048,PF01073.20
Aq_sp_Aq349_01049,PF00106.26
Aq_sp_Aq349_01050,PF02567.17
Aq_sp_Aq349_01051,PF01177.23
Aq_sp_Aq349_01052,PF00270.30
Aq_sp_Aq349_01053,PF00561.21
Aq_sp_Aq349_01054,PF01641.19
Aq_sp_Aq349_01055,PF01641.19
Aq_sp_Aq349_01057,PF01266.25
Aq_sp_Aq349_01058,PF01220.20
Aq_sp_Aq349_01059,PF13505.7
Aq_sp_Aq349_01060,PF13505.7
Aq_sp_Aq349_01061,PF00589.23
Aq_sp_Aq349_01062,PF10099.10
Aq_sp_Aq349_01063,PF01256.18
Aq_sp_Aq349_01064,PF00696.29
Aq_sp_Aq349_01065,PF08544.14
Aq_sp_Aq349_01066,PF00291.26
Aq_sp_Aq349_01067,PF04389.18
Aq_sp_Aq349_01069,PF00293.29
Aq_sp_Aq349_01070,PF14322.7
Aq_sp_Aq349_01071,PF13715.7
Aq_sp_Aq349_01072,PF16344.6
Aq_sp_Aq349_01073,PF00196.20
Aq_sp_Aq349_01075,PF01571.22
Aq_sp_Aq349_01076,PF01370.22
Aq_sp_Aq349_01077,PF04134.13
Aq_sp_Aq349_01078,PF13715.7
Aq_sp_Aq349_01080,PF00282.20
Aq_sp_Aq349_01081,PF00126.28
Aq_sp_Aq349_01082,PF00375.19
Aq_sp_Aq349_01083,PF01264.22
Aq_sp_Aq349_01084,PF00194.22
Aq_sp_Aq349_01085,PF00149.29
Aq_sp_Aq349_01086,PF06175.12
Aq_sp_Aq349_01087,PF02913.20
Aq_sp_Aq349_01088,PF01037.22
Aq_sp_Aq349_01089,PF07063.14
Aq_sp_Aq349_01090,PF13505.7
Aq_sp_Aq349_01092,GT4
Aq_sp_Aq349_01093,PF00004.30
Aq_sp_Aq349_01095,PF06175.12
Aq_sp_Aq349_01096,PF18962.1
Aq_sp_Aq349_01101,PF00589.23
Aq_sp_Aq349_01104,PF13715.7
Aq_sp_Aq349_01105,PF00023.31
Aq_sp_Aq349_01106,PF10029.10
Aq_sp_Aq349_01107,PF00258.26
Aq_sp_Aq349_01108,GT4
Aq_sp_Aq349_01109,PF00733.22
Aq_sp_Aq349_01112,PF04542.15
Aq_sp_Aq349_01113,PF16344.6
Aq_sp_Aq349_01114,PF13715.7
Aq_sp_Aq349_01115,PF06832.13
Aq_sp_Aq349_01116,PF14064.7
Aq_sp_Aq349_01117,PF07715.16
Aq_sp_Aq349_01118,PF00072.25
Aq_sp_Aq349_01119,PF13424.7
Aq_sp_Aq349_01121,PF00994.25
Aq_sp_Aq349_01122,PF00126.28
Aq_sp_Aq349_01123,PF12804.8
Aq_sp_Aq349_01124,PF02597.21
Aq_sp_Aq349_01125,PF00581.21
Aq_sp_Aq349_01126,PF02391.18
Aq_sp_Aq349_01127,PF01967.22
Aq_sp_Aq349_01128,PF06463.14
Aq_sp_Aq349_01129,PF00561.21
Aq_sp_Aq349_01130,PF00582.27
Aq_sp_Aq349_01131,PF00614.23
Aq_sp_Aq349_01132,PF01734.23
Aq_sp_Aq349_01133,PF00027.30
Aq_sp_Aq349_01134,PF12770.8
Aq_sp_Aq349_01135,PF00753.28
Aq_sp_Aq349_01136,PF04143.15
Aq_sp_Aq349_01137,PF04143.15
Aq_sp_Aq349_01138,PF00389.31
Aq_sp_Aq349_01142,PF17886.2
Aq_sp_Aq349_01144,PF00881.25
Aq_sp_Aq349_01145,PF10996.9
Aq_sp_Aq349_01146,PF03477.17
Aq_sp_Aq349_01148,PF00582.27
Aq_sp_Aq349_01149,PF00582.27
Aq_sp_Aq349_01150,PF00582.27
Aq_sp_Aq349_01151,PF00582.27
Aq_sp_Aq349_01152,PF00582.27
Aq_sp_Aq349_01153,PF12156.9
Aq_sp_Aq349_01154,PF01243.21
Aq_sp_Aq349_01156,PF13372.7
Aq_sp_Aq349_01158,PF00384.23
Aq_sp_Aq349_01159,PF13435.7
Aq_sp_Aq349_01160,PF14522.7
Aq_sp_Aq349_01161,PF00037.28
Aq_sp_Aq349_01162,PF03916.15
Aq_sp_Aq349_01163,PF00115.21
Aq_sp_Aq349_01164,PF13442.7
Aq_sp_Aq349_01165,PF13237.7
Aq_sp_Aq349_01166,PF05751.12
Aq_sp_Aq349_01167,PF13386.7
Aq_sp_Aq349_01168,PF03404.17
Aq_sp_Aq349_01170,PF00581.21
Aq_sp_Aq349_01171,PF04116.14
Aq_sp_Aq349_01172,PF06969.17
Aq_sp_Aq349_01173,PF00582.27
Aq_sp_Aq349_01174,PF00027.30
Aq_sp_Aq349_01175,PF02518.27
Aq_sp_Aq349_01177,PF00226.32
Aq_sp_Aq349_01178,PF13591.7
Aq_sp_Aq349_01179,PF11738.9
Aq_sp_Aq349_01180,PF05768.15
Aq_sp_Aq349_01181,PF01791.10
Aq_sp_Aq349_01182,PF01048.21
Aq_sp_Aq349_01183,PF00582.27
Aq_sp_Aq349_01184,PF00708.19
Aq_sp_Aq349_01185,PF10417.10
Aq_sp_Aq349_01186,PF04945.14
Aq_sp_Aq349_01187,PF03994.15
Aq_sp_Aq349_01189,PF04443.13
Aq_sp_Aq349_01190,PF18962.1
Aq_sp_Aq349_01191,PF01554.19
Aq_sp_Aq349_01194,PF13715.7
Aq_sp_Aq349_01196,PF13715.7
Aq_sp_Aq349_01197,PF07661.14
Aq_sp_Aq349_01198,PF02417.16
Aq_sp_Aq349_01199,PF07396.12
Aq_sp_Aq349_01200,PF01384.21
Aq_sp_Aq349_01201,PF00072.25
Aq_sp_Aq349_01202,PF02518.27
Aq_sp_Aq349_01203,PF08241.13
Aq_sp_Aq349_01204,PF01810.19
Aq_sp_Aq349_01205,PF01035.21
Aq_sp_Aq349_01206,PF13614.7
Aq_sp_Aq349_01207,PF01106.18
Aq_sp_Aq349_01208,PF01757.23
Aq_sp_Aq349_01209,PF12833.8
Aq_sp_Aq349_01210,PF12850.8
Aq_sp_Aq349_01211,PF02405.17
Aq_sp_Aq349_01212,PF13304.7
Aq_sp_Aq349_01213,PF02470.21
Aq_sp_Aq349_01216,PF00005.28
Aq_sp_Aq349_01217,PF02687.22
Aq_sp_Aq349_01218,PF00529.21
Aq_sp_Aq349_01219,PF02482.20
Aq_sp_Aq349_01220,PF01400.25
Aq_sp_Aq349_01221,PF00579.26
Aq_sp_Aq349_01223,PF04256.13
Aq_sp_Aq349_01225,PF00248.22
Aq_sp_Aq349_01226,PF00004.30
Aq_sp_Aq349_01227,PF00756.21
Aq_sp_Aq349_01228,PF03706.14
Aq_sp_Aq349_01229,PF02261.17
Aq_sp_Aq349_01230,PF02569.16
Aq_sp_Aq349_01231,GT5
Aq_sp_Aq349_01232,PF14092.7
Aq_sp_Aq349_01233,PF13230.7
Aq_sp_Aq349_01234,PF13715.7
Aq_sp_Aq349_01235,PF13472.7
Aq_sp_Aq349_01236,PF04116.14
Aq_sp_Aq349_01237,PF00006.26
Aq_sp_Aq349_01238,PF02823.17
Aq_sp_Aq349_01239,PF04397.16
Aq_sp_Aq349_01240,PF00561.21
Aq_sp_Aq349_01241,PF00326.22
Aq_sp_Aq349_01242,PF00583.26
Aq_sp_Aq349_01243,PF13180.7
Aq_sp_Aq349_01244,PF00149.29
Aq_sp_Aq349_01245,PF11188.9
Aq_sp_Aq349_01246,PF11188.9
Aq_sp_Aq349_01247,PF00930.22
Aq_sp_Aq349_01248,PF00155.22
Aq_sp_Aq349_01249,PF09413.11
Aq_sp_Aq349_01250,PF13500.7
Aq_sp_Aq349_01251,PF00202.22
Aq_sp_Aq349_01254,PF08695.11
Aq_sp_Aq349_01255,PF00109.27
Aq_sp_Aq349_01256,PF00561.21
Aq_sp_Aq349_01257,PF06968.14
Aq_sp_Aq349_01258,PF13621.7
Aq_sp_Aq349_01260,PF03572.19
Aq_sp_Aq349_01261,PF02631.17
Aq_sp_Aq349_01263,PF07884.15
Aq_sp_Aq349_01266,PF10439.10
Aq_sp_Aq349_01269,PF13401.7
Aq_sp_Aq349_01270,PF13533.7
Aq_sp_Aq349_01271,PF04738.14
Aq_sp_Aq349_01272,PF14028.7
Aq_sp_Aq349_01273,PF12833.8
Aq_sp_Aq349_01274,PF05593.15
Aq_sp_Aq349_01275,PF10150.10
Aq_sp_Aq349_01276,PF00216.22
Aq_sp_Aq349_01277,PF00633.24
Aq_sp_Aq349_01278,PF00436.26
Aq_sp_Aq349_01279,PF00571.29
Aq_sp_Aq349_01281,PF00892.21
Aq_sp_Aq349_01282,PF13858.7
Aq_sp_Aq349_01283,PF07498.13
Aq_sp_Aq349_01284,PF01016.20
Aq_sp_Aq349_01287,PF02826.20
Aq_sp_Aq349_01288,PF01648.21
Aq_sp_Aq349_01290,PF04973.13
Aq_sp_Aq349_01291,PF13521.7
Aq_sp_Aq349_01292,PF14134.7
Aq_sp_Aq349_01293,PF00472.21
Aq_sp_Aq349_01295,PF00004.30
Aq_sp_Aq349_01296,PF02518.27
Aq_sp_Aq349_01297,PF07715.16
Aq_sp_Aq349_01298,PF13667.7
Aq_sp_Aq349_01299,COG0352
Aq_sp_Aq349_01300,PF08543.13
Aq_sp_Aq349_01301,PF02581.18
Aq_sp_Aq349_01302,PF00977.22
Aq_sp_Aq349_01303,PF06968.14
Aq_sp_Aq349_01306,PF01272.20
Aq_sp_Aq349_01307,PF11969.9
Aq_sp_Aq349_01308,PF03061.23
Aq_sp_Aq349_01309,PF02518.27
Aq_sp_Aq349_01310,PF01613.19
Aq_sp_Aq349_01311,PF11325.9
Aq_sp_Aq349_01312,PF03588.15
Aq_sp_Aq349_01313,PF00156.28
Aq_sp_Aq349_01314,PF10000.10
Aq_sp_Aq349_01315,PF03352.14
Aq_sp_Aq349_01316,PF00560.34
Aq_sp_Aq349_01317,PF05406.16
Aq_sp_Aq349_01318,PF14595.7
Aq_sp_Aq349_01321,PF16198.6
Aq_sp_Aq349_01322,PF02673.19
Aq_sp_Aq349_01323,PF11297.9
Aq_sp_Aq349_01325,PF00188.27
Aq_sp_Aq349_01326,PF01790.19
Aq_sp_Aq349_01327,PF09972.10
Aq_sp_Aq349_01328,PF00388.20
Aq_sp_Aq349_01329,PF01289.20
Aq_sp_Aq349_01330,PF02558.17
Aq_sp_Aq349_01331,PF08264.14
Aq_sp_Aq349_01332,PF02826.20
Aq_sp_Aq349_01333,PF04298.13
Aq_sp_Aq349_01334,PF01037.22
Aq_sp_Aq349_01335,PF16653.6
Aq_sp_Aq349_01336,PF04241.16
Aq_sp_Aq349_01337,PF01293.21
Aq_sp_Aq349_01338,PF02602.16
Aq_sp_Aq349_01339,PF14093.7
Aq_sp_Aq349_01340,GT2
Aq_sp_Aq349_01341,PF01979.21
Aq_sp_Aq349_01342,PF14129.7
Aq_sp_Aq349_01343,PF01073.20
Aq_sp_Aq349_01345,PF12770.8
Aq_sp_Aq349_01348,PF00691.21
Aq_sp_Aq349_01349,PF03372.24
Aq_sp_Aq349_01351,PF07705.12
Aq_sp_Aq349_01352,PF03129.21
Aq_sp_Aq349_01354,PF00156.28
Aq_sp_Aq349_01355,PF13205.7
Aq_sp_Aq349_01356,PF00795.23
Aq_sp_Aq349_01358,PF08264.14
Aq_sp_Aq349_01359,PF01258.18
Aq_sp_Aq349_01360,PF04542.15
Aq_sp_Aq349_01361,PF13646.7
Aq_sp_Aq349_01362,PF13349.7
Aq_sp_Aq349_01364,PF01252.19
Aq_sp_Aq349_01365,PF00072.25
Aq_sp_Aq349_01366,PF01812.21
Aq_sp_Aq349_01367,PF04952.15
Aq_sp_Aq349_01368,PF02655.15
Aq_sp_Aq349_01369,PF05618.12
Aq_sp_Aq349_01370,PF01541.25
Aq_sp_Aq349_01371,PF19143.1
Aq_sp_Aq349_01372,PF04209.14
Aq_sp_Aq349_01373,PF00903.26
Aq_sp_Aq349_01374,PF01557.19
Aq_sp_Aq349_01375,PF11306.9
Aq_sp_Aq349_01376,PF03301.14
Aq_sp_Aq349_01377,PF01551.23
Aq_sp_Aq349_01378,PF00342.20
Aq_sp_Aq349_01379,PF13715.7
Aq_sp_Aq349_01380,PF03150.15
Aq_sp_Aq349_01382,PF01894.18
Aq_sp_Aq349_01383,PF00702.27
Aq_sp_Aq349_01385,PF00679.25
Aq_sp_Aq349_01386,PF01207.18
Aq_sp_Aq349_01387,PF12704.8
Aq_sp_Aq349_01388,PF02033.19
Aq_sp_Aq349_01389,PF00903.26
Aq_sp_Aq349_01390,PF12833.8
Aq_sp_Aq349_01391,PF00892.21
Aq_sp_Aq349_01393,PF07336.12
Aq_sp_Aq349_01394,PF01042.22
Aq_sp_Aq349_01395,K02554
Aq_sp_Aq349_01396,PF02567.17
Aq_sp_Aq349_01397,PF02567.17
Aq_sp_Aq349_01398,PF01042.22
Aq_sp_Aq349_01399,PF02073.16
Aq_sp_Aq349_01400,PF00677.18
Aq_sp_Aq349_01401,PF04166.13
Aq_sp_Aq349_01402,PF02620.18
Aq_sp_Aq349_01403,PF08545.11
Aq_sp_Aq349_01404,PF00364.23
Aq_sp_Aq349_01405,PF02222.23
Aq_sp_Aq349_01406,PF01266.25
Aq_sp_Aq349_01407,GT51
Aq_sp_Aq349_01409,PF00561.21
Aq_sp_Aq349_01410,PF01368.21
Aq_sp_Aq349_01411,PF02627.21
Aq_sp_Aq349_01412,PF00196.20
Aq_sp_Aq349_01413,PF02518.27
Aq_sp_Aq349_01416,PF13398.7
Aq_sp_Aq349_01417,PF00590.21
Aq_sp_Aq349_01418,PF13564.7
Aq_sp_Aq349_01420,PF00265.19
Aq_sp_Aq349_01421,PF00842.22
Aq_sp_Aq349_01422,PF01741.19
Aq_sp_Aq349_01423,PF01118.25
Aq_sp_Aq349_01424,PF00246.25
Aq_sp_Aq349_01425,PF07681.13
Aq_sp_Aq349_01426,PF00326.22
Aq_sp_Aq349_01427,PF12833.8
Aq_sp_Aq349_01430,PF13304.7
Aq_sp_Aq349_01431,PF00149.29
Aq_sp_Aq349_01432,PF01242.20
Aq_sp_Aq349_01433,PF00378.21
Aq_sp_Aq349_01434,PF01554.19
Aq_sp_Aq349_01435,PF00583.26
Aq_sp_Aq349_01436,PF00582.27
Aq_sp_Aq349_01437,GH89
Aq_sp_Aq349_01438,PF01839.24
Aq_sp_Aq349_01439,PF14322.7
Aq_sp_Aq349_01440,PF13715.7
Aq_sp_Aq349_01441,PF00392.22
Aq_sp_Aq349_01442,PF01263.21
Aq_sp_Aq349_01443,GH63
Aq_sp_Aq349_01444,PF00202.22
Aq_sp_Aq349_01445,GH2
Aq_sp_Aq349_01446,PF00474.18
Aq_sp_Aq349_01447,PF10509.10
Aq_sp_Aq349_01448,PF14534.7
Aq_sp_Aq349_01449,PF01087.23
Aq_sp_Aq349_01450,PF02518.27
Aq_sp_Aq349_01451,PF14088.7
Aq_sp_Aq349_01452,PF02535.23
Aq_sp_Aq349_01453,PF02353.21
Aq_sp_Aq349_01454,PF02926.18
Aq_sp_Aq349_01455,PF01475.20
Aq_sp_Aq349_01456,PF02012.21
Aq_sp_Aq349_01457,PF01019.22
Aq_sp_Aq349_01461,PF13649.7
Aq_sp_Aq349_01462,PF04542.15
Aq_sp_Aq349_01464,PF00202.22
Aq_sp_Aq349_01465,PF13828.7
Aq_sp_Aq349_01466,PF13828.7
Aq_sp_Aq349_01467,PF10825.9
Aq_sp_Aq349_01471,PF00266.20
Aq_sp_Aq349_01472,PF13715.7
Aq_sp_Aq349_01473,PF01551.23
Aq_sp_Aq349_01474,K23072
Aq_sp_Aq349_01475,PF01593.25
Aq_sp_Aq349_01477,PF05164.14
Aq_sp_Aq349_01478,PF01966.23
Aq_sp_Aq349_01480,PF00004.30
Aq_sp_Aq349_01481,PF03989.14
Aq_sp_Aq349_01482,PF00515.29
Aq_sp_Aq349_01483,PF03483.18
Aq_sp_Aq349_01486,PF00578.22
Aq_sp_Aq349_01487,PF11138.9
Aq_sp_Aq349_01488,PF01757.23
Aq_sp_Aq349_01489,PF14526.7
Aq_sp_Aq349_01491,PF13505.7
Aq_sp_Aq349_01492,PF13500.7
Aq_sp_Aq349_01493,PF00871.18
Aq_sp_Aq349_01495,PF08002.12
Aq_sp_Aq349_01497,PF00144.25
Aq_sp_Aq349_01498,COG1846
Aq_sp_Aq349_01500,PF00753.28
Aq_sp_Aq349_01501,PF03928.15
Aq_sp_Aq349_01502,PF12833.8
Aq_sp_Aq349_01503,PF12867.8
Aq_sp_Aq349_01504,PF03198.15
Aq_sp_Aq349_01505,PF14526.7
Aq_sp_Aq349_01506,PF03572.19
Aq_sp_Aq349_01507,PF06580.14
Aq_sp_Aq349_01508,PF04397.16
Aq_sp_Aq349_01510,PF04231.14
Aq_sp_Aq349_01512,PF00561.21
Aq_sp_Aq349_01513,PF03009.18
Aq_sp_Aq349_01514,PF01810.19
Aq_sp_Aq349_01515,PF00583.26
Aq_sp_Aq349_01517,PF00270.30
Aq_sp_Aq349_01518,PF01433.21
Aq_sp_Aq349_01519,PF01734.23
Aq_sp_Aq349_01520,PF01734.23
Aq_sp_Aq349_01523,PF00089.27
Aq_sp_Aq349_01524,PF01645.18
Aq_sp_Aq349_01525,PF07687.15
Aq_sp_Aq349_01526,PF02635.16
Aq_sp_Aq349_01527,PF19081.1
Aq_sp_Aq349_01529,PF13245.7
Aq_sp_Aq349_01530,PF01300.19
Aq_sp_Aq349_01531,PF05721.14
Aq_sp_Aq349_01532,PF02311.20
Aq_sp_Aq349_01533,PF18417.2
Aq_sp_Aq349_01534,PF01494.20
Aq_sp_Aq349_01535,PF00691.21
Aq_sp_Aq349_01536,GT2
Aq_sp_Aq349_01537,PF04313.15
Aq_sp_Aq349_01538,PF06144.14
Aq_sp_Aq349_01539,PF00106.26
Aq_sp_Aq349_01540,PF01037.22
Aq_sp_Aq349_01541,PF00155.22
Aq_sp_Aq349_01542,PF04397.16
Aq_sp_Aq349_01543,PF05139.15
Aq_sp_Aq349_01544,PF00112.24
Aq_sp_Aq349_01545,PF10604.10
Aq_sp_Aq349_01546,PF09917.10
Aq_sp_Aq349_01547,PF18962.1
Aq_sp_Aq349_01548,PF10415.10
Aq_sp_Aq349_01549,PF14127.7
Aq_sp_Aq349_01550,PF01546.29
Aq_sp_Aq349_01551,PF16177.6
Aq_sp_Aq349_01552,PF00072.25
Aq_sp_Aq349_01553,PF02518.27
Aq_sp_Aq349_01554,PF00474.18
Aq_sp_Aq349_01556,PF13384.7
Aq_sp_Aq349_01557,PF00293.29
Aq_sp_Aq349_01558,PF00210.25
Aq_sp_Aq349_01560,PF00041.22
Aq_sp_Aq349_01562,PF00082.23
Aq_sp_Aq349_01563,PF03903.14
Aq_sp_Aq349_01566,PF00149.29
Aq_sp_Aq349_01567,PF18967.1
Aq_sp_Aq349_01569,PF00578.22
Aq_sp_Aq349_01570,PF01694.23
Aq_sp_Aq349_01571,PF03279.14
Aq_sp_Aq349_01572,PF03279.14
Aq_sp_Aq349_01573,PF03279.14
Aq_sp_Aq349_01575,PF02878.17
Aq_sp_Aq349_01576,PF04336.13
Aq_sp_Aq349_01577,PF01019.22
Aq_sp_Aq349_01578,PF08713.12
Aq_sp_Aq349_01579,PF10988.9
Aq_sp_Aq349_01580,PF14450.7
Aq_sp_Aq349_01581,PF03313.16
Aq_sp_Aq349_01582,PF12893.8
Aq_sp_Aq349_01583,PF02548.16
Aq_sp_Aq349_01584,PF00849.23
Aq_sp_Aq349_01585,PF00892.21
Aq_sp_Aq349_01586,PF13585.7
Aq_sp_Aq349_01588,PF00682.20
Aq_sp_Aq349_01589,PF00330.21
