row_0,COG,CAZyme,KO,Pfam
Aq_sp_Aq349_00577,COG1054,,K07146,PF00581.21
Aq_sp_Aq349_00578,COG0468,,K03553,PF13479.7
Aq_sp_Aq349_00580,COG1595,,K03088,PF03395.15
Aq_sp_Aq349_00581,,,,PF13568.7
Aq_sp_Aq349_00582,COG0204,,,PF01553.22
Aq_sp_Aq349_00583,COG0180,,K01867,PF00579.26
Aq_sp_Aq349_00586,COG4886,,,PF00028.18
Aq_sp_Aq349_00587,COG4335,,,PF02985.23
Aq_sp_Aq349_00591,COG1309,,,PF00440.24
Aq_sp_Aq349_00594,COG0016,,K01889,PF02912.19
Aq_sp_Aq349_00595,COG0456,,,PF00583.26
Aq_sp_Aq349_00596,COG4805,,,PF05960.12
Aq_sp_Aq349_00597,COG2207,,,PF12833.8
Aq_sp_Aq349_00600,COG0189,,,PF02655.15
Aq_sp_Aq349_00601,COG1305,,,PF14402.7
Aq_sp_Aq349_00602,COG1595,,K03088,PF04542.15
Aq_sp_Aq349_00603,COG3712,,,PF16344.6
Aq_sp_Aq349_00604,COG1629,,,PF13715.7
Aq_sp_Aq349_00606,,,,PF02674.17
Aq_sp_Aq349_00607,COG0659,,K03321,PF01740.22
Aq_sp_Aq349_00608,COG0288,,K01673,PF00484.20
Aq_sp_Aq349_00609,COG0659,,,PF16983.6
Aq_sp_Aq349_00611,,,,PF08239.12
Aq_sp_Aq349_00612,,,,PF13584.7
Aq_sp_Aq349_00613,COG5010,,,PF12895.8
Aq_sp_Aq349_00614,COG1240,,,PF00092.29
Aq_sp_Aq349_00615,COG1240,,,PF07584.12
Aq_sp_Aq349_00617,COG1721,,,PF01882.19
Aq_sp_Aq349_00618,COG0714,,,PF07726.12
Aq_sp_Aq349_00619,COG4221,,K16066,PF00106.26
Aq_sp_Aq349_00620,,,,PF04326.15
Aq_sp_Aq349_00621,COG2908,,,PF00149.29
Aq_sp_Aq349_00623,COG1309,,,PF13972.7
Aq_sp_Aq349_00624,COG0596,,,PF00561.21
Aq_sp_Aq349_00625,COG3275,,,PF07695.12
Aq_sp_Aq349_00626,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_00631,,,,PF13586.7
Aq_sp_Aq349_00632,COG3293,,,PF13340.7
Aq_sp_Aq349_00633,,,,PF12740.8
Aq_sp_Aq349_00635,,,,PF12740.8
Aq_sp_Aq349_00637,COG4260,,,PF01145.26
Aq_sp_Aq349_00640,,,,PF18962.1
Aq_sp_Aq349_00642,COG1012,,K22187,PF00171.23
Aq_sp_Aq349_00643,,,,PF01650.19
Aq_sp_Aq349_00645,COG0240,,K00057,PF07479.15
Aq_sp_Aq349_00646,COG3631,,,PF12680.8
Aq_sp_Aq349_00647,COG2897,,K01011,PF00581.21
Aq_sp_Aq349_00648,COG1472,GH3,K01207,PF00933.22
Aq_sp_Aq349_00649,COG3361,,,PF09844.10
Aq_sp_Aq349_00651,,,,PF12388.9
Aq_sp_Aq349_00652,,,,PF13474.7
Aq_sp_Aq349_00653,,,,PF01609.22
Aq_sp_Aq349_00655,,,,PF05593.15
Aq_sp_Aq349_00656,,,,PF00801.21
Aq_sp_Aq349_00657,,,,PF18962.1
Aq_sp_Aq349_00659,,,,PF12844.8
Aq_sp_Aq349_00660,,,,PF10579.10
Aq_sp_Aq349_00662,,,,PF14094.7
Aq_sp_Aq349_00668,COG2333,,,PF00753.28
Aq_sp_Aq349_00669,COG1695,,,PF13601.7
Aq_sp_Aq349_00671,COG3279,,,PF04397.16
Aq_sp_Aq349_00672,COG3485,,,PF00775.22
Aq_sp_Aq349_00674,,,,PF02517.17
Aq_sp_Aq349_00676,COG1522,,K03719,PF01037.22
Aq_sp_Aq349_00677,COG0456,,K22441,PF00583.26
Aq_sp_Aq349_00679,COG0596,,,PF00561.21
Aq_sp_Aq349_00683,COG2226,,,PF08241.13
Aq_sp_Aq349_00685,COG4899,,,PF09965.10
Aq_sp_Aq349_00686,,,,PF05076.14
Aq_sp_Aq349_00691,COG1196,,,PF13304.7
Aq_sp_Aq349_00696,,,,PF14329.7
Aq_sp_Aq349_00697,COG1357,,,PF00805.23
Aq_sp_Aq349_00698,COG0406,,,PF00300.23
Aq_sp_Aq349_00700,COG1680,,,PF00144.25
Aq_sp_Aq349_00701,COG1266,,,PF02517.17
Aq_sp_Aq349_00702,,,,PF09844.10
Aq_sp_Aq349_00708,COG0596,,,PF00561.21
Aq_sp_Aq349_00709,COG0793,,K08676,PF00930.22
Aq_sp_Aq349_00710,COG2207,,,PF14526.7
Aq_sp_Aq349_00711,COG3000,,,PF04116.14
Aq_sp_Aq349_00713,COG2207,,,PF12833.8
Aq_sp_Aq349_00715,COG0758,,,PF02481.16
Aq_sp_Aq349_00716,,,,PF18174.2
Aq_sp_Aq349_00717,COG1607,,,PF03061.23
Aq_sp_Aq349_00718,COG0304,,K09458,PF00109.27
Aq_sp_Aq349_00719,COG1309,,,PF00440.24
Aq_sp_Aq349_00720,COG4942,,K22719,PF01551.23
Aq_sp_Aq349_00721,,,,PF14125.7
Aq_sp_Aq349_00722,COG4783,,,PF12895.8
Aq_sp_Aq349_00723,COG1209,,K04042,PF00132.25
Aq_sp_Aq349_00724,COG0756,,K01520,PF00692.20
Aq_sp_Aq349_00725,COG2244,,,PF01554.19
Aq_sp_Aq349_00726,COG0308,,,PF09127.12
Aq_sp_Aq349_00728,COG0224,,K02115,PF00231.20
Aq_sp_Aq349_00729,COG0056,,K02111,PF00006.26
Aq_sp_Aq349_00730,COG0712,,K02113,PF00213.19
Aq_sp_Aq349_00731,COG0711,,K02109,PF00430.19
Aq_sp_Aq349_00732,,,,PF00137.22
Aq_sp_Aq349_00733,COG0356,,,PF00119.21
Aq_sp_Aq349_00734,COG1664,,,PF04519.14
Aq_sp_Aq349_00735,,,,PF14559.7
Aq_sp_Aq349_00736,COG4753,,,PF12833.8
Aq_sp_Aq349_00738,COG1131,,,PF13304.7
Aq_sp_Aq349_00739,,,,PF18940.1
Aq_sp_Aq349_00740,COG1018,,K02613,PF00970.25
Aq_sp_Aq349_00741,COG0859,GT9,,PF01075.18
Aq_sp_Aq349_00742,,,,PF14063.7
Aq_sp_Aq349_00743,COG0474,,,
Aq_sp_Aq349_00745,COG0151,,K01945,PF02655.15
Aq_sp_Aq349_00746,COG3307,,,PF04932.16
Aq_sp_Aq349_00747,COG2148,,,PF02397.17
Aq_sp_Aq349_00748,COG0451,,K10011,PF01073.20
Aq_sp_Aq349_00749,COG1004,,K00012,PF03807.18
Aq_sp_Aq349_00750,COG0451,,,PF01073.20
Aq_sp_Aq349_00751,COG1089,,,PF01370.22
Aq_sp_Aq349_00752,COG0438,GT4,,PF00534.21
Aq_sp_Aq349_00753,COG0451,,K19997,PF01073.20
Aq_sp_Aq349_00754,COG2226,,,PF08241.13
Aq_sp_Aq349_00755,,,,PF04932.16
Aq_sp_Aq349_00756,,,,PF04932.16
Aq_sp_Aq349_00757,,,,PF07388.12
Aq_sp_Aq349_00758,COG2244,,,PF01943.18
Aq_sp_Aq349_00759,COG0110,,,PF00132.25
Aq_sp_Aq349_00761,COG0118,,,PF00117.29
Aq_sp_Aq349_00762,COG0107,,K02500,PF01207.18
Aq_sp_Aq349_00764,,,,PF09359.11
Aq_sp_Aq349_00766,,,,PF16316.6
Aq_sp_Aq349_00769,COG1028,,K15237,PF00106.26
Aq_sp_Aq349_00770,COG0673,,,PF01408.23
Aq_sp_Aq349_00771,COG1083,,K18431,PF02348.20
Aq_sp_Aq349_00772,COG1208,,,PF00571.29
Aq_sp_Aq349_00773,COG0381,,K18429,PF02350.20
Aq_sp_Aq349_00774,COG2089,,K18430,PF03102.15
Aq_sp_Aq349_00775,COG0110,,K19429,PF00132.25
Aq_sp_Aq349_00777,COG0399,,K13010,PF01041.18
Aq_sp_Aq349_00778,COG1086,,K15912,PF01370.22
Aq_sp_Aq349_00779,COG1091,,,PF01370.22
Aq_sp_Aq349_00781,COG1898,,K01790,PF00908.18
Aq_sp_Aq349_00782,COG1209,,K00973,PF00483.24
Aq_sp_Aq349_00783,COG1088,,K01710,PF01073.20
Aq_sp_Aq349_00784,COG1482,,K01809,PF01238.22
Aq_sp_Aq349_00787,,,,PF03321.14
Aq_sp_Aq349_00788,COG0739,,,PF01551.23
Aq_sp_Aq349_00789,,GH9,,PF02927.15
Aq_sp_Aq349_00790,COG2183,,K06959,PF12836.8
Aq_sp_Aq349_00791,,,,PF16125.6
Aq_sp_Aq349_00792,COG0741,GCBM50+GH23,,PF01476.21
Aq_sp_Aq349_00793,COG0126,,K00927,PF00162.20
Aq_sp_Aq349_00794,COG2812,,K02341,PF13177.7
Aq_sp_Aq349_00796,,,,PF18962.1
Aq_sp_Aq349_00798,,,,PF11751.9
Aq_sp_Aq349_00799,,,,PF13585.7
Aq_sp_Aq349_00800,,,,PF13585.7
Aq_sp_Aq349_00801,COG2825,,,PF03938.15
Aq_sp_Aq349_00802,COG2227,,,PF08241.13
Aq_sp_Aq349_00805,COG0445,,K03495,PF12831.8
Aq_sp_Aq349_00806,COG0319,,K07042,PF02130.18
Aq_sp_Aq349_00807,COG1196,,,
Aq_sp_Aq349_00808,,,K00496,PF00487.25
Aq_sp_Aq349_00809,COG0008,,K01885,PF00749.22
Aq_sp_Aq349_00811,COG0330,,,PF01145.26
Aq_sp_Aq349_00813,COG0008,,K01886,PF00749.22
Aq_sp_Aq349_00814,COG1539,,,PF02152.19
Aq_sp_Aq349_00815,COG1280,,,PF01810.19
Aq_sp_Aq349_00816,,,,PF10988.9
Aq_sp_Aq349_00817,COG0557,,K12573,PF17876.2
Aq_sp_Aq349_00819,COG0698,,K01808,PF02502.19
Aq_sp_Aq349_00820,COG1230,,K16264,PF01545.22
Aq_sp_Aq349_00821,COG2153,,K02348,PF13673.8
Aq_sp_Aq349_00822,COG0793,,,PF00595.25
Aq_sp_Aq349_00823,COG0594,,,PF00825.19
Aq_sp_Aq349_00824,COG0308,,,PF01433.21
Aq_sp_Aq349_00825,COG1404,,,PF00082.23
Aq_sp_Aq349_00826,COG0491,,,PF00753.28
Aq_sp_Aq349_00827,COG0659,,,PF00916.21
Aq_sp_Aq349_00828,COG0589,,,PF00582.27
Aq_sp_Aq349_00829,COG0025,,,PF00999.22
Aq_sp_Aq349_00832,COG1629,,,PF13715.7
Aq_sp_Aq349_00833,,,,PF18942.1
Aq_sp_Aq349_00834,,,,PF01797.17
Aq_sp_Aq349_00835,COG2226,,,PF02353.21
Aq_sp_Aq349_00837,,,,PF12388.9
Aq_sp_Aq349_00838,,,,PF12388.9
Aq_sp_Aq349_00839,,,,PF00149.29
Aq_sp_Aq349_00840,COG2374,,,PF11589.9
Aq_sp_Aq349_00844,COG2262,,,PF00025.22
Aq_sp_Aq349_00845,,,,PF11276.9
Aq_sp_Aq349_00846,COG4946,,K08676,PF00930.22
Aq_sp_Aq349_00847,COG0456,,,PF00583.26
Aq_sp_Aq349_00848,,,,PF11276.9
Aq_sp_Aq349_00849,,,,PF10652.10
Aq_sp_Aq349_00850,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_00851,COG3275,,,PF01590.27
Aq_sp_Aq349_00852,COG2050,,,PF03061.23
Aq_sp_Aq349_00853,COG2151,,,PF01883.20
Aq_sp_Aq349_00854,COG2166,,K02426,PF02657.16
Aq_sp_Aq349_00855,,,,PF14302.7
Aq_sp_Aq349_00856,COG0520,,K11717,PF00155.22
Aq_sp_Aq349_00857,COG1680,,,PF00144.25
Aq_sp_Aq349_00858,COG0719,,K09015,PF01458.18
Aq_sp_Aq349_00859,COG0396,,K09013,PF00005.28
Aq_sp_Aq349_00861,COG0719,,K09014,PF01458.18
Aq_sp_Aq349_00862,COG0316,,K15724,PF01521.21
Aq_sp_Aq349_00863,COG1858,,K00428,PF03150.15
Aq_sp_Aq349_00866,COG5276,,,PF00041.22
Aq_sp_Aq349_00867,COG5276,,,
Aq_sp_Aq349_00868,COG0611,,K00946,PF00586.25
Aq_sp_Aq349_00870,COG0596,,,PF00561.21
Aq_sp_Aq349_00871,COG1114,,K03311,PF05525.14
Aq_sp_Aq349_00872,COG1858,,,PF03150.15
Aq_sp_Aq349_00873,COG2764,,K04750,PF00903.26
Aq_sp_Aq349_00874,COG2207,,,PF12833.8
Aq_sp_Aq349_00876,COG0006,,K01262,PF05195.17
Aq_sp_Aq349_00878,,,,PF02012.21
Aq_sp_Aq349_00879,,,,PF14322.7
Aq_sp_Aq349_00880,COG1629,,,PF13715.7
Aq_sp_Aq349_00881,COG2207,,,PF01590.27
Aq_sp_Aq349_00882,,,,PF12146.9
Aq_sp_Aq349_00884,COG2133,,,PF07995.12
Aq_sp_Aq349_00886,COG2207,,,PF12833.8
Aq_sp_Aq349_00887,COG2207,,,PF01590.27
Aq_sp_Aq349_00888,,,,PF05935.12
Aq_sp_Aq349_00889,,,,PF17032.6
Aq_sp_Aq349_00891,,,,PF01344.26
Aq_sp_Aq349_00894,,,,PF01391.19
Aq_sp_Aq349_00895,,,,PF11026.9
Aq_sp_Aq349_00896,COG0642,,,PF02518.27
Aq_sp_Aq349_00897,COG4753,,,PF00072.25
Aq_sp_Aq349_00898,COG0469,,K00873,PF03328.15
Aq_sp_Aq349_00900,COG0571,,K03685,PF00035.27
Aq_sp_Aq349_00901,COG0304,,K09458,PF00109.27
Aq_sp_Aq349_00902,COG0236,,,PF00550.26
Aq_sp_Aq349_00903,COG0299,,K11175,PF00551.20
Aq_sp_Aq349_00904,COG3341,,K03469,PF01693.17
Aq_sp_Aq349_00906,,,,PF01400.25
Aq_sp_Aq349_00907,COG0524,,,PF00294.25
Aq_sp_Aq349_00908,COG0034,,,PF13522.7
Aq_sp_Aq349_00909,COG0605,,,PF02777.19
Aq_sp_Aq349_00910,COG1074,,,PF13087.7
Aq_sp_Aq349_00911,COG2885,,,PF00691.21
Aq_sp_Aq349_00912,COG3857,,,PF12705.8
Aq_sp_Aq349_00913,COG1506,,,PF00561.21
Aq_sp_Aq349_00914,COG1629,,,PF13715.7
Aq_sp_Aq349_00916,COG3696,,,PF00873.20
Aq_sp_Aq349_00917,COG0845,,,PF13437.7
Aq_sp_Aq349_00918,COG0735,,,PF01475.20
Aq_sp_Aq349_00919,,,,PF12487.9
Aq_sp_Aq349_00920,COG1230,,K16264,PF01545.22
Aq_sp_Aq349_00922,COG1902,,K10680,PF00724.21
Aq_sp_Aq349_00923,COG0726,,,PF01522.22
Aq_sp_Aq349_00924,COG2207,,,PF12833.8
Aq_sp_Aq349_00925,COG2207,,,PF12833.8
Aq_sp_Aq349_00928,COG0793,,,PF03572.19
Aq_sp_Aq349_00929,COG5368,,,PF18962.1
Aq_sp_Aq349_00931,COG1629,,,PF13715.7
Aq_sp_Aq349_00932,,,,PF14322.7
Aq_sp_Aq349_00933,COG5368,GH144,,PF10091.10
Aq_sp_Aq349_00934,COG1472,GH3,,PF14310.7
Aq_sp_Aq349_00935,,GH97,K21574,PF14509.7
Aq_sp_Aq349_00936,,,,PF02018.18
Aq_sp_Aq349_00937,COG4146,,K03307,PF00474.18
Aq_sp_Aq349_00938,COG5368,,,PF18962.1
Aq_sp_Aq349_00940,,,,PF00801.21
Aq_sp_Aq349_00941,,,,PF05593.15
Aq_sp_Aq349_00942,COG3275,,K02478,PF06580.14
Aq_sp_Aq349_00943,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_00944,,,,PF01833.25
Aq_sp_Aq349_00946,COG1028,,K22607,PF00106.26
Aq_sp_Aq349_00947,,,,PF13372.7
Aq_sp_Aq349_00948,COG3338,,,PF00194.22
Aq_sp_Aq349_00949,,,,PF10677.10
Aq_sp_Aq349_00950,COG0793,,,PF03572.19
Aq_sp_Aq349_00951,COG2207,,,PF12833.8
Aq_sp_Aq349_00952,COG1770,,K01354,PF00326.22
Aq_sp_Aq349_00957,COG1752,,,PF01734.23
Aq_sp_Aq349_00958,COG0308,,,PF01433.21
Aq_sp_Aq349_00959,COG1131,,,PF13304.7
Aq_sp_Aq349_00960,COG0666,,,PF00023.31
Aq_sp_Aq349_00961,COG3275,,,PF06580.14
Aq_sp_Aq349_00962,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_00963,,,,PF07676.13
Aq_sp_Aq349_00964,COG1629,,,PF13715.7
Aq_sp_Aq349_00965,COG3275,,,PF06580.14
Aq_sp_Aq349_00966,COG3279,,K07705,PF04397.16
Aq_sp_Aq349_00968,,,,PF00082.23
Aq_sp_Aq349_00969,COG4585,,,PF02518.27
Aq_sp_Aq349_00970,COG2197,,K07696,PF00196.20
Aq_sp_Aq349_00971,COG2814,,,PF07690.17
Aq_sp_Aq349_00972,COG1896,,,PF12917.8
Aq_sp_Aq349_00973,COG0664,,,PF00027.30
Aq_sp_Aq349_00974,COG3129,,K06970,PF05971.13
Aq_sp_Aq349_00975,COG1061,,,PF00270.30
Aq_sp_Aq349_00976,COG1278,,K03704,PF00313.23
Aq_sp_Aq349_00977,COG0513,,K05592,PF03880.16
Aq_sp_Aq349_00978,COG0513,,K05592,PF00270.30
Aq_sp_Aq349_00979,COG0308,,,PF01433.21
Aq_sp_Aq349_00980,COG1131,,,PF13175.7
Aq_sp_Aq349_00981,COG3275,,,PF06580.14
Aq_sp_Aq349_00982,COG3279,,K07705,PF04397.16
Aq_sp_Aq349_00983,COG0845,,,PF13533.7
Aq_sp_Aq349_00984,,,,PF03929.17
Aq_sp_Aq349_00985,COG2217,,K17686,PF00122.21
Aq_sp_Aq349_00986,COG2207,,,PF12833.8
Aq_sp_Aq349_00987,,,,PF11827.9
Aq_sp_Aq349_00988,COG1538,,,PF02321.19
Aq_sp_Aq349_00989,COG3696,,,PF00873.20
Aq_sp_Aq349_00991,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_00992,COG3275,,K02478,PF06580.14
Aq_sp_Aq349_00993,COG1629,,,PF13715.7
Aq_sp_Aq349_00994,,,,PF14054.7
Aq_sp_Aq349_00995,COG1629,,,PF13715.7
Aq_sp_Aq349_00996,COG3712,,,PF16344.6
Aq_sp_Aq349_00997,COG1595,,K23514,PF07638.12
Aq_sp_Aq349_00998,COG1131,,,PF13304.7
Aq_sp_Aq349_00999,COG0308,,,PF01433.21
Aq_sp_Aq349_01000,COG3275,,,PF06580.14
Aq_sp_Aq349_01001,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_01005,COG1522,,K03719,PF01037.22
Aq_sp_Aq349_01007,COG0308,,,PF12698.8
Aq_sp_Aq349_01008,COG1131,,K01990,PF13175.7
Aq_sp_Aq349_01009,COG3275,,,PF14501.7
Aq_sp_Aq349_01010,COG3279,,K07705,PF04397.16
Aq_sp_Aq349_01011,COG3963,,K22309,PF05175.15
Aq_sp_Aq349_01012,COG0398,,,PF09335.12
Aq_sp_Aq349_01015,COG0793,,,PF03572.19
Aq_sp_Aq349_01016,COG2207,,K03490,PF12833.8
Aq_sp_Aq349_01018,,,,PF13205.7
Aq_sp_Aq349_01019,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_01020,COG3275,,,PF06580.14
Aq_sp_Aq349_01021,COG1131,,K01990,PF13304.7
Aq_sp_Aq349_01023,COG3979,,,PF13620.7
Aq_sp_Aq349_01024,COG3220,,,PF05114.14
Aq_sp_Aq349_01026,COG1012,,,PF00171.23
Aq_sp_Aq349_01027,COG3564,,,PF05610.12
Aq_sp_Aq349_01028,COG2207,,,PF12833.8
Aq_sp_Aq349_01029,COG1680,,,PF00144.25
Aq_sp_Aq349_01030,COG2226,,,PF02353.21
Aq_sp_Aq349_01031,COG0662,,,PF07883.12
Aq_sp_Aq349_01032,COG3000,,,PF04116.14
Aq_sp_Aq349_01033,COG3832,,,PF08327.12
Aq_sp_Aq349_01034,COG0640,,,PF08279.13
Aq_sp_Aq349_01037,,,,PF01400.25
Aq_sp_Aq349_01039,COG1595,,K03088,PF00196.20
Aq_sp_Aq349_01041,COG0784,,,PF02518.27
Aq_sp_Aq349_01042,COG0739,,,PF01476.21
Aq_sp_Aq349_01043,COG1360,,,PF00691.21
Aq_sp_Aq349_01044,,,,PF10807.9
Aq_sp_Aq349_01045,COG1092,,K06969,PF03602.16
Aq_sp_Aq349_01046,COG2234,,,PF01546.29
Aq_sp_Aq349_01047,COG0640,,,PF12840.8
Aq_sp_Aq349_01048,COG0451,,K18981,PF01073.20
Aq_sp_Aq349_01049,COG1028,,,PF00106.26
Aq_sp_Aq349_01050,COG0384,,,PF02567.17
Aq_sp_Aq349_01051,COG1794,,,PF01177.23
Aq_sp_Aq349_01052,COG1061,,,PF00270.30
Aq_sp_Aq349_01053,COG0596,,,PF00561.21
Aq_sp_Aq349_01054,COG0229,,K07305,PF01641.19
Aq_sp_Aq349_01055,COG0229,,K07305,PF01641.19
Aq_sp_Aq349_01057,COG1249,,K00382,PF01266.25
Aq_sp_Aq349_01058,COG0757,,K03786,PF01220.20
Aq_sp_Aq349_01059,,,,PF13505.7
Aq_sp_Aq349_01060,,,,PF13505.7
Aq_sp_Aq349_01061,COG4974,,K04763,PF00589.23
Aq_sp_Aq349_01062,,,,PF10099.10
Aq_sp_Aq349_01063,COG0063,,K23997,PF01256.18
Aq_sp_Aq349_01064,COG0527,,K12524,PF00696.29
Aq_sp_Aq349_01065,COG0083,,K00872,PF08544.14
Aq_sp_Aq349_01066,COG0498,,K01733,PF00291.26
Aq_sp_Aq349_01067,COG2234,,,PF04389.18
Aq_sp_Aq349_01069,COG0494,,K01515,PF00293.29
Aq_sp_Aq349_01070,,,,PF14322.7
Aq_sp_Aq349_01071,COG1629,,,PF13715.7
Aq_sp_Aq349_01072,COG3712,,,PF16344.6
Aq_sp_Aq349_01073,COG1595,,K03088,PF00196.20
Aq_sp_Aq349_01075,COG0404,,K00605,PF01571.22
Aq_sp_Aq349_01076,COG0451,,,PF01370.22
Aq_sp_Aq349_01077,COG3011,,,PF04134.13
Aq_sp_Aq349_01078,,,,PF13715.7
Aq_sp_Aq349_01080,COG0076,,,PF00282.20
Aq_sp_Aq349_01081,COG0583,,K09681,PF00126.28
Aq_sp_Aq349_01082,COG1301,,K11102,PF00375.19
Aq_sp_Aq349_01083,COG0082,,K01736,PF01264.22
Aq_sp_Aq349_01084,COG3338,,,PF00194.22
Aq_sp_Aq349_01085,COG2908,,,PF00149.29
Aq_sp_Aq349_01086,COG4445,,,PF06175.12
Aq_sp_Aq349_01087,COG0277,,,PF02913.20
Aq_sp_Aq349_01088,COG1522,,K03718,PF01037.22
Aq_sp_Aq349_01089,,,,PF07063.14
Aq_sp_Aq349_01090,,,,PF13505.7
Aq_sp_Aq349_01092,COG0438,GT4,K00754,PF00534.21
Aq_sp_Aq349_01093,COG2812,,,PF00004.30
Aq_sp_Aq349_01095,COG4445,,,PF06175.12
Aq_sp_Aq349_01096,,,,PF18962.1
Aq_sp_Aq349_01101,COG4974,,,PF00589.23
Aq_sp_Aq349_01104,COG4774,,K02014,PF13715.7
Aq_sp_Aq349_01105,COG0666,,,PF00023.31
Aq_sp_Aq349_01106,,,,PF10029.10
Aq_sp_Aq349_01107,COG0369,,,PF00258.26
Aq_sp_Aq349_01108,COG0438,GT4,,PF00534.21
Aq_sp_Aq349_01109,,,,PF00733.22
Aq_sp_Aq349_01112,COG1595,,K03088,PF04542.15
Aq_sp_Aq349_01113,COG3712,,,PF16344.6
Aq_sp_Aq349_01114,COG1629,,,PF13715.7
Aq_sp_Aq349_01115,,,,PF06832.13
Aq_sp_Aq349_01116,,,,PF14064.7
Aq_sp_Aq349_01117,COG4771,,,PF07715.16
Aq_sp_Aq349_01118,COG2197,,,PF00072.25
Aq_sp_Aq349_01119,COG4585,,,PF13424.7
Aq_sp_Aq349_01121,COG0303,,K03750,PF00994.25
Aq_sp_Aq349_01122,COG2005,,,PF00126.28
Aq_sp_Aq349_01123,COG0746,,K03752,PF12804.8
Aq_sp_Aq349_01124,COG1977,,,PF02597.21
Aq_sp_Aq349_01125,COG0476,,K21147,PF00581.21
Aq_sp_Aq349_01126,COG0314,,K03635,PF02391.18
Aq_sp_Aq349_01127,COG0315,,,PF01967.22
Aq_sp_Aq349_01128,COG2896,,,PF06463.14
Aq_sp_Aq349_01129,COG1506,,,PF00561.21
Aq_sp_Aq349_01130,COG0589,,,PF00582.27
Aq_sp_Aq349_01131,COG1502,,K06131,PF00614.23
Aq_sp_Aq349_01132,COG1752,,,PF01734.23
Aq_sp_Aq349_01133,COG0664,,,PF00027.30
Aq_sp_Aq349_01134,COG4995,,,PF12770.8
Aq_sp_Aq349_01135,COG0491,,,PF00753.28
Aq_sp_Aq349_01136,COG2391,,,PF04143.15
Aq_sp_Aq349_01137,,,K07112,PF04143.15
Aq_sp_Aq349_01138,COG1052,,K03778,PF00389.31
Aq_sp_Aq349_01142,COG0071,,,PF17886.2
Aq_sp_Aq349_01144,,,,PF00881.25
Aq_sp_Aq349_01145,COG1236,,K07576,PF10996.9
Aq_sp_Aq349_01146,COG1327,,,PF03477.17
Aq_sp_Aq349_01148,COG0589,,,PF00582.27
Aq_sp_Aq349_01149,COG0589,,,PF00582.27
Aq_sp_Aq349_01150,COG0589,,,PF00582.27
Aq_sp_Aq349_01151,COG0589,,,PF00582.27
Aq_sp_Aq349_01152,COG0589,,,PF00582.27
Aq_sp_Aq349_01153,COG2217,,K17686,PF12156.9
Aq_sp_Aq349_01154,COG0259,,,PF01243.21
Aq_sp_Aq349_01156,,,,PF13372.7
Aq_sp_Aq349_01158,COG0243,,K02567,PF00384.23
Aq_sp_Aq349_01159,COG3043,,,PF13435.7
Aq_sp_Aq349_01160,,,,PF14522.7
Aq_sp_Aq349_01161,COG0437,,,PF00037.28
Aq_sp_Aq349_01162,COG5557,,,PF03916.15
Aq_sp_Aq349_01163,COG3278,,,PF00115.21
Aq_sp_Aq349_01164,COG2010,,,PF13442.7
Aq_sp_Aq349_01165,COG0348,,,PF13237.7
Aq_sp_Aq349_01166,,,,PF05751.12
Aq_sp_Aq349_01167,COG2836,,,PF13386.7
Aq_sp_Aq349_01168,COG2041,,,PF03404.17
Aq_sp_Aq349_01170,COG2897,,,PF00581.21
Aq_sp_Aq349_01171,COG3000,,,PF04116.14
Aq_sp_Aq349_01172,COG0635,,K02495,PF06969.17
Aq_sp_Aq349_01173,COG0589,,,PF00582.27
Aq_sp_Aq349_01174,COG0664,,,PF00027.30
Aq_sp_Aq349_01175,COG0642,,,PF02518.27
Aq_sp_Aq349_01177,COG0484,,K05516,PF00226.32
Aq_sp_Aq349_01178,,,,PF13591.7
Aq_sp_Aq349_01179,,,,PF11738.9
Aq_sp_Aq349_01180,COG3118,,K03671,PF05768.15
Aq_sp_Aq349_01181,COG0274,,K01619,PF01791.10
Aq_sp_Aq349_01182,COG0813,,,PF01048.21
Aq_sp_Aq349_01183,COG0589,,,PF00582.27
Aq_sp_Aq349_01184,COG1254,,K01512,PF00708.19
Aq_sp_Aq349_01185,COG0450,,K03386,PF10417.10
Aq_sp_Aq349_01186,,,,PF04945.14
Aq_sp_Aq349_01187,,,,PF03994.15
Aq_sp_Aq349_01189,,,,PF04443.13
Aq_sp_Aq349_01190,,,,PF18962.1
Aq_sp_Aq349_01191,COG0534,,,PF01554.19
Aq_sp_Aq349_01194,COG1629,,,PF13715.7
Aq_sp_Aq349_01196,COG1629,,,PF13715.7
Aq_sp_Aq349_01197,COG2849,,,PF07661.14
Aq_sp_Aq349_01198,COG2059,,K07240,PF02417.16
Aq_sp_Aq349_01199,,,,PF07396.12
Aq_sp_Aq349_01200,COG0306,,,PF01384.21
Aq_sp_Aq349_01201,COG0745,,K07668,PF00072.25
Aq_sp_Aq349_01202,COG5002,,K07636,PF02518.27
Aq_sp_Aq349_01203,COG0220,,,PF08241.13
Aq_sp_Aq349_01204,COG1280,,,PF01810.19
Aq_sp_Aq349_01205,COG3695,,K07443,PF01035.21
