row_0,COG,CAZyme,KO,Pfam
Aq_sp_Aq135_00622,,,,PF00583.26
Aq_sp_Aq135_00623,COG1506,,,PF00326.22
Aq_sp_Aq135_00624,COG0355,,,PF02823.17
Aq_sp_Aq135_00625,COG0055,,K02112,PF00006.26
Aq_sp_Aq135_00626,,,,PF13472.7
Aq_sp_Aq135_00627,COG1629,,,PF13715.7
Aq_sp_Aq135_00628,COG0449,,K00820,PF13230.7
Aq_sp_Aq135_00629,,,,PF14092.7
Aq_sp_Aq135_00630,COG0297,GT5,K00703,PF13439.7
Aq_sp_Aq135_00631,COG0414,,K01918,PF02569.16
Aq_sp_Aq135_00632,COG0853,,K01579,PF02261.17
Aq_sp_Aq135_00633,COG0392,,,PF03706.14
Aq_sp_Aq135_00634,COG2819,,,PF00756.21
Aq_sp_Aq135_00635,COG1066,,K04485,PF00004.30
Aq_sp_Aq135_00637,COG0667,,,PF00248.22
Aq_sp_Aq135_00639,,,,PF14903.7
Aq_sp_Aq135_00640,COG0456,,,PF00583.26
Aq_sp_Aq135_00641,COG0534,,K03327,PF01554.19
Aq_sp_Aq135_00642,COG1024,,,PF00378.21
Aq_sp_Aq135_00643,COG0720,,,PF01242.20
Aq_sp_Aq135_00644,COG2908,,K03269,PF00149.29
Aq_sp_Aq135_00645,COG3842,,K02010,PF13304.7
Aq_sp_Aq135_00646,COG1505,,,PF00326.22
Aq_sp_Aq135_00647,,,,PF07681.13
Aq_sp_Aq135_00648,COG0136,,K00133,PF01118.25
Aq_sp_Aq135_00649,COG1970,,K03282,PF01741.19
Aq_sp_Aq135_00650,COG0787,,K01775,PF00842.22
Aq_sp_Aq135_00651,COG1435,,K00857,PF00265.19
Aq_sp_Aq135_00653,,,,PF13564.7
Aq_sp_Aq135_00654,COG0313,,K07056,PF00590.21
Aq_sp_Aq135_00655,,,,PF08888.12
Aq_sp_Aq135_00660,COG4585,,K07683,PF02518.27
Aq_sp_Aq135_00661,COG2197,,K07692,PF00196.20
Aq_sp_Aq135_00662,COG2128,,,PF02627.21
Aq_sp_Aq135_00663,COG0608,,K07462,PF01368.21
Aq_sp_Aq135_00665,COG0596,,,PF00561.21
Aq_sp_Aq135_00666,COG2207,,,PF12833.8
Aq_sp_Aq135_00667,COG0318,,K01911,PF00501.29
Aq_sp_Aq135_00668,COG2175,,,PF02668.17
Aq_sp_Aq135_00669,,,,PF10862.9
Aq_sp_Aq135_00670,COG1020,,,PF01073.20
Aq_sp_Aq135_00671,,,,PF10677.10
Aq_sp_Aq135_00672,COG2207,,,PF02311.20
Aq_sp_Aq135_00673,,,,PF08239.12
Aq_sp_Aq135_00675,,,,PF14903.7
Aq_sp_Aq135_00679,COG1271,,K00425,PF01654.18
Aq_sp_Aq135_00680,COG1294,,K00426,PF02322.16
Aq_sp_Aq135_00681,COG3275,,,PF06580.14
Aq_sp_Aq135_00682,COG3279,,K07705,PF04397.16
Aq_sp_Aq135_00685,,,,PF08239.12
Aq_sp_Aq135_00695,COG1331,,,PF13899.7
Aq_sp_Aq135_00696,,,,PF01839.24
Aq_sp_Aq135_00698,COG2128,,,PF02627.21
Aq_sp_Aq135_00699,COG2350,,,PF03795.15
Aq_sp_Aq135_00700,,,,PF17957.2
Aq_sp_Aq135_00701,COG3525,GH20,,PF13290.7
Aq_sp_Aq135_00702,COG2971,,,PF01869.21
Aq_sp_Aq135_00703,COG0363,,,PF01182.21
Aq_sp_Aq135_00704,,,,PF12741.8
Aq_sp_Aq135_00705,COG1629,,,PF13715.7
Aq_sp_Aq135_00706,COG3275,,,PF06580.14
Aq_sp_Aq135_00707,COG3279,,K02477,PF04397.16
Aq_sp_Aq135_00708,COG0591,,,PF00474.18
Aq_sp_Aq135_00709,COG4299,,,
Aq_sp_Aq135_00710,,GCBM5+GH19,,PF17957.2
Aq_sp_Aq135_00711,COG3325,GCBM5+GH18,,PF17957.2
Aq_sp_Aq135_00712,COG3279,,K07705,PF04397.16
Aq_sp_Aq135_00713,COG3325,GCBM5+GH18,,PF17957.2
Aq_sp_Aq135_00715,COG1360,,,PF00691.21
Aq_sp_Aq135_00717,COG3182,,,PF03929.17
Aq_sp_Aq135_00718,COG1629,,,PF13715.7
Aq_sp_Aq135_00720,,,,PF07676.13
Aq_sp_Aq135_00721,COG2860,,,PF03458.14
Aq_sp_Aq135_00722,COG0492,,,PF01134.23
Aq_sp_Aq135_00723,,,,PF10988.9
Aq_sp_Aq135_00725,,,,PF10988.9
Aq_sp_Aq135_00726,COG1983,,,PF04024.13
Aq_sp_Aq135_00727,COG1695,,,PF03551.15
Aq_sp_Aq135_00728,COG3296,,,PF09685.11
Aq_sp_Aq135_00729,,,,PF14539.7
Aq_sp_Aq135_00730,COG2013,,,PF01987.18
Aq_sp_Aq135_00731,COG0583,,K04761,PF00126.28
Aq_sp_Aq135_00734,,,,PF04955.13
Aq_sp_Aq135_00736,COG1721,,,PF01882.19
Aq_sp_Aq135_00737,COG0714,,,PF00004.30
Aq_sp_Aq135_00738,,,,PF14258.7
Aq_sp_Aq135_00740,,,,PF06790.12
Aq_sp_Aq135_00741,COG1300,,,PF01944.18
Aq_sp_Aq135_00742,COG1714,,,PF06271.13
Aq_sp_Aq135_00743,COG0652,,K03767,PF00160.22
Aq_sp_Aq135_00744,COG0494,,,PF00293.29
Aq_sp_Aq135_00745,COG0204,,,PF01553.22
Aq_sp_Aq135_00746,COG3279,,K07705,PF04397.16
Aq_sp_Aq135_00747,,,,PF13239.7
Aq_sp_Aq135_00748,,,,PF13239.7
Aq_sp_Aq135_00749,COG3275,,,PF13239.7
Aq_sp_Aq135_00751,COG4206,,,PF13715.7
Aq_sp_Aq135_00752,COG1252,,K03885,PF01266.25
Aq_sp_Aq135_00753,COG1595,,K03088,PF04542.15
Aq_sp_Aq135_00755,,,,PF07766.14
Aq_sp_Aq135_00756,COG2032,,,PF00080.21
Aq_sp_Aq135_00757,,,,PF00629.24
Aq_sp_Aq135_00758,COG3979,GCBM73,,PF18998.1
Aq_sp_Aq135_00759,COG1765,,,PF12697.8
Aq_sp_Aq135_00760,,,,PF10677.10
Aq_sp_Aq135_00761,COG2128,,,PF02627.21
Aq_sp_Aq135_00762,COG0583,,K05817,PF00126.28
Aq_sp_Aq135_00763,COG2982,,,PF13502.7
Aq_sp_Aq135_00764,COG1738,,,PF02592.16
Aq_sp_Aq135_00765,COG1428,,,PF01712.20
Aq_sp_Aq135_00767,COG0566,,K03218,PF00588.20
Aq_sp_Aq135_00768,COG0249,,K03555,PF01624.21
Aq_sp_Aq135_00769,COG1309,,,PF16925.6
Aq_sp_Aq135_00770,,,,PF12823.8
Aq_sp_Aq135_00771,COG1053,,,PF01494.20
Aq_sp_Aq135_00772,COG0156,,,PF00155.22
Aq_sp_Aq135_00773,COG3321,,K13613,PF16197.6
Aq_sp_Aq135_00774,COG4638,,,PF00355.27
Aq_sp_Aq135_00775,COG3321,,,PF08240.13
Aq_sp_Aq135_00776,,,,PF10862.9
Aq_sp_Aq135_00777,COG2175,,,PF02668.17
Aq_sp_Aq135_00778,COG0318,,,PF00501.29
Aq_sp_Aq135_00780,,,,PF11583.9
Aq_sp_Aq135_00782,COG0518,,,PF00117.29
Aq_sp_Aq135_00783,,GCBM6+CBM6,,PF03422.16
Aq_sp_Aq135_00784,,,,PF00388.20
Aq_sp_Aq135_00785,,GCBM6+GH64,,PF03422.16
Aq_sp_Aq135_00786,COG2273,GCBM6+GH16,,PF03422.16
Aq_sp_Aq135_00787,,,,PF07495.14
Aq_sp_Aq135_00789,COG2207,,,PF12833.8
Aq_sp_Aq135_00790,COG4995,,,PF12770.8
Aq_sp_Aq135_00791,COG1404,,,PF00082.23
Aq_sp_Aq135_00792,COG1595,,,
Aq_sp_Aq135_00793,,,,PF14559.7
Aq_sp_Aq135_00794,COG1262,,K13444,PF03781.17
Aq_sp_Aq135_00796,COG1357,,,PF00805.23
Aq_sp_Aq135_00797,COG0778,,,PF00881.25
Aq_sp_Aq135_00799,COG2852,,,PF04480.13
Aq_sp_Aq135_00800,COG2932,,,PF12844.8
Aq_sp_Aq135_00801,COG4850,,,PF09949.10
Aq_sp_Aq135_00802,COG3808,,K15987,PF03030.17
Aq_sp_Aq135_00803,,,,PF01391.19
Aq_sp_Aq135_00805,COG0221,,K01507,PF00719.20
Aq_sp_Aq135_00806,,,,PF13715.7
Aq_sp_Aq135_00807,COG0022,,,PF02780.21
Aq_sp_Aq135_00808,COG2086,,,PF01012.22
Aq_sp_Aq135_00809,COG2025,,K22432,PF01012.22
Aq_sp_Aq135_00810,COG1259,,,PF02577.15
Aq_sp_Aq135_00811,COG1972,,,PF07670.15
Aq_sp_Aq135_00812,COG0207,,K00560,PF00303.20
Aq_sp_Aq135_00813,COG0810,,,PF03544.15
Aq_sp_Aq135_00814,COG1262,,K18912,PF12867.8
Aq_sp_Aq135_00815,COG4301,,K18911,PF10017.10
Aq_sp_Aq135_00816,COG2343,,,PF04248.13
Aq_sp_Aq135_00817,COG3391,,,PF10282.10
Aq_sp_Aq135_00818,COG0031,,K01738,PF00291.26
Aq_sp_Aq135_00819,,,,PF16561.6
Aq_sp_Aq135_00820,COG0520,,,PF00266.20
Aq_sp_Aq135_00821,COG0262,,,PF13239.7
Aq_sp_Aq135_00822,COG3001,,,PF01636.24
Aq_sp_Aq135_00823,COG0331,,K00645,PF00698.22
Aq_sp_Aq135_00824,COG2949,,,PF02698.18
Aq_sp_Aq135_00826,COG1171,,K22589,PF00291.26
Aq_sp_Aq135_00828,COG1228,,,PF01979.21
Aq_sp_Aq135_00829,COG0583,,K03576,PF00126.28
Aq_sp_Aq135_00830,COG0697,,K15268,PF00892.21
Aq_sp_Aq135_00831,,,,PF04940.13
Aq_sp_Aq135_00832,COG0784,,,PF00072.25
Aq_sp_Aq135_00833,COG1352,,,PF01339.18
Aq_sp_Aq135_00834,COG0553,,,PF16203.6
Aq_sp_Aq135_00835,COG0399,,K13017,PF00155.22
Aq_sp_Aq135_00836,COG1519,GT30,K02527,PF04413.17
Aq_sp_Aq135_00837,,,,PF13229.7
Aq_sp_Aq135_00838,COG5587,,,PF09365.11
Aq_sp_Aq135_00839,COG1428,,K15519,PF13238.7
Aq_sp_Aq135_00840,COG3439,,,PF03625.15
Aq_sp_Aq135_00842,COG1629,,K02014,PF13715.7
Aq_sp_Aq135_00843,COG3503,,,PF01757.23
Aq_sp_Aq135_00844,,,,PF07681.13
Aq_sp_Aq135_00846,COG0192,,K00789,PF02773.17
Aq_sp_Aq135_00847,COG2873,,K01740,PF00155.22
Aq_sp_Aq135_00848,COG2021,,K00641,PF00561.21
Aq_sp_Aq135_00849,COG0527,,K12524,PF00696.29
Aq_sp_Aq135_00850,COG1765,,K07397,PF02566.20
Aq_sp_Aq135_00851,COG0626,,K01761,PF00155.22
Aq_sp_Aq135_00852,COG3205,,,PF09834.10
Aq_sp_Aq135_00853,COG0175,,K00390,PF01507.20
Aq_sp_Aq135_00854,COG1943,,,
Aq_sp_Aq135_00859,COG2804,,,PF04851.16
Aq_sp_Aq135_00860,COG1450,,,PF00263.22
Aq_sp_Aq135_00868,,,,PF07963.13
Aq_sp_Aq135_00869,COG1459,,K02455,PF00482.24
Aq_sp_Aq135_00870,COG3274,,,PF01757.23
Aq_sp_Aq135_00871,,,,PF05099.14
Aq_sp_Aq135_00872,COG0642,,,PF02518.27
Aq_sp_Aq135_00873,COG1100,,,PF00025.22
Aq_sp_Aq135_00876,COG0158,,K03841,PF00316.21
Aq_sp_Aq135_00877,,,,PF00583.26
Aq_sp_Aq135_00878,COG0527,,K00928,PF00696.29
Aq_sp_Aq135_00879,COG3176,,,PF13444.7
Aq_sp_Aq135_00880,COG0394,,K03741,PF01451.22
Aq_sp_Aq135_00881,COG1247,,K03823,PF00583.26
Aq_sp_Aq135_00883,COG0640,,,PF12840.8
Aq_sp_Aq135_00884,COG2314,,,PF05154.17
Aq_sp_Aq135_00885,COG3152,,,PF05656.15
Aq_sp_Aq135_00886,COG0346,,,PF00903.26
Aq_sp_Aq135_00887,,,,PF08818.12
Aq_sp_Aq135_00888,,,,PF13858.7
Aq_sp_Aq135_00889,COG2909,,,PF00196.20
Aq_sp_Aq135_00890,COG4339,,,
Aq_sp_Aq135_00891,COG0111,,K22982,PF00389.31
Aq_sp_Aq135_00892,COG0500,,,PF08241.13
Aq_sp_Aq135_00893,,,,PF11028.9
Aq_sp_Aq135_00894,,,,PF05658.15
Aq_sp_Aq135_00896,COG2239,,K06213,PF00571.29
Aq_sp_Aq135_00897,COG0030,,K02528,PF00398.21
Aq_sp_Aq135_00898,,,,PF14114.7
Aq_sp_Aq135_00899,COG5010,,,PF12895.8
Aq_sp_Aq135_00900,COG0172,,K01875,PF02403.23
Aq_sp_Aq135_00901,COG4585,,,PF12895.8
Aq_sp_Aq135_00902,,,,PF05090.15
Aq_sp_Aq135_00903,COG0196,,K11753,PF01467.27
Aq_sp_Aq135_00904,COG0193,,,PF01195.20
Aq_sp_Aq135_00905,COG1825,,K02897,PF01386.20
Aq_sp_Aq135_00906,COG0462,,K00948,PF00156.28
Aq_sp_Aq135_00907,,,,PF14280.7
Aq_sp_Aq135_00908,COG4823,,,PF07751.12
Aq_sp_Aq135_00910,COG4186,,,PF00149.29
Aq_sp_Aq135_00912,,,,PF10626.10
Aq_sp_Aq135_00913,COG3505,,,PF02534.15
Aq_sp_Aq135_00914,,,,PF18976.1
Aq_sp_Aq135_00916,COG1484,,,
Aq_sp_Aq135_00917,,,,PF12728.8
Aq_sp_Aq135_00918,,,,PF00571.29
Aq_sp_Aq135_00922,,,,PF00589.23
Aq_sp_Aq135_00924,COG0515,,,PF13191.7
Aq_sp_Aq135_00925,,,,PF00797.18
Aq_sp_Aq135_00928,,,,PF01593.25
Aq_sp_Aq135_00930,COG1595,,,PF04542.15
Aq_sp_Aq135_00931,COG2197,,,PF00072.25
Aq_sp_Aq135_00932,COG4585,,,PF13424.7
Aq_sp_Aq135_00933,COG0664,,,PF00027.30
Aq_sp_Aq135_00934,COG2259,,,PF07681.13
Aq_sp_Aq135_00935,COG2124,,,PF00067.23
Aq_sp_Aq135_00936,COG1182,,K01118,PF02525.18
Aq_sp_Aq135_00937,COG0076,,,PF00266.20
Aq_sp_Aq135_00938,COG2207,,,PF12833.8
Aq_sp_Aq135_00939,COG1917,,,
Aq_sp_Aq135_00940,COG0735,,,PF01475.20
Aq_sp_Aq135_00942,,,,PF13505.7
Aq_sp_Aq135_00943,,,,PF13795.7
Aq_sp_Aq135_00944,COG2131,,,PF00383.24
Aq_sp_Aq135_00945,COG0793,,,PF13180.7
Aq_sp_Aq135_00946,COG2095,,,PF01914.18
Aq_sp_Aq135_00947,,,,PF11307.9
Aq_sp_Aq135_00948,COG0208,,K00526,PF00268.22
Aq_sp_Aq135_00949,COG0209,,K00525,PF03477.17
Aq_sp_Aq135_00950,COG0232,,,PF01966.23
Aq_sp_Aq135_00951,,,,PF13648.7
Aq_sp_Aq135_00952,COG2207,,,PF12833.8
Aq_sp_Aq135_00953,COG3193,,,PF03928.15
Aq_sp_Aq135_00954,COG0580,,K06188,PF00230.21
Aq_sp_Aq135_00955,,,,PF13648.7
Aq_sp_Aq135_00956,COG1154,,K01662,PF13292.7
Aq_sp_Aq135_00957,COG0590,,K11991,PF14439.7
Aq_sp_Aq135_00958,COG2905,,,PF00571.29
Aq_sp_Aq135_00959,COG0847,,K03763,PF00929.25
Aq_sp_Aq135_00960,COG1278,,K03704,PF00313.23
Aq_sp_Aq135_00961,COG0038,,,PF00571.29
Aq_sp_Aq135_00962,COG0173,,K01876,PF02938.15
Aq_sp_Aq135_00963,COG1629,,,PF13715.7
Aq_sp_Aq135_00965,,,,PF05099.14
Aq_sp_Aq135_00967,COG3279,,K02477,PF04397.16
Aq_sp_Aq135_00968,COG3920,,,PF02518.27
Aq_sp_Aq135_00973,COG1629,,,PF13715.7
Aq_sp_Aq135_00974,,,,PF18942.1
Aq_sp_Aq135_00975,COG3600,,,PF13274.7
Aq_sp_Aq135_00977,COG3177,,,PF02661.19
Aq_sp_Aq135_00978,COG1858,,,PF03150.15
Aq_sp_Aq135_00979,COG1114,,K03311,PF05525.14
Aq_sp_Aq135_00980,COG0596,,,PF00561.21
Aq_sp_Aq135_00981,COG0611,,K00946,PF00586.25
Aq_sp_Aq135_00982,COG5276,,,PF00041.22
Aq_sp_Aq135_00985,COG1858,,K00428,PF03150.15
Aq_sp_Aq135_00986,COG0316,,K15724,PF01521.21
Aq_sp_Aq135_00987,COG0719,,K09014,PF01458.18
Aq_sp_Aq135_00989,COG0396,,K09013,PF00005.28
Aq_sp_Aq135_00990,COG0719,,K09015,PF01458.18
Aq_sp_Aq135_00991,,,,PF10067.10
Aq_sp_Aq135_00992,,,,PF13308.7
Aq_sp_Aq135_00994,COG1680,,,PF00144.25
Aq_sp_Aq135_00995,COG0520,,K11717,PF00155.22
Aq_sp_Aq135_00996,COG2166,,K02426,PF02657.16
Aq_sp_Aq135_00997,COG2151,,,PF01883.20
Aq_sp_Aq135_00998,COG2050,,,PF03061.23
Aq_sp_Aq135_00999,,,,PF10652.10
Aq_sp_Aq135_01000,,,,PF11276.9
Aq_sp_Aq135_01001,COG2764,,K04750,PF00903.26
Aq_sp_Aq135_01002,COG0006,,K01262,PF05195.17
Aq_sp_Aq135_01004,,,,PF02012.21
Aq_sp_Aq135_01005,COG4753,,,PF12833.8
Aq_sp_Aq135_01006,COG2207,,,PF01590.27
Aq_sp_Aq135_01008,,,,PF11026.9
Aq_sp_Aq135_01009,COG0642,,,PF02518.27
Aq_sp_Aq135_01010,COG4753,,,PF00072.25
Aq_sp_Aq135_01011,COG0469,,K00873,PF03328.15
Aq_sp_Aq135_01014,,,,PF12844.8
Aq_sp_Aq135_01016,COG0571,,K03685,PF00035.27
Aq_sp_Aq135_01017,COG0304,,K09458,PF00109.27
Aq_sp_Aq135_01018,COG0236,,,PF00550.26
Aq_sp_Aq135_01019,COG0299,,K11175,PF00551.20
Aq_sp_Aq135_01020,COG3341,,K03469,PF01693.17
Aq_sp_Aq135_01022,,,,PF01400.25
Aq_sp_Aq135_01023,COG0524,,,PF00294.25
Aq_sp_Aq135_01024,COG0034,,K00764,PF13522.7
Aq_sp_Aq135_01025,COG0605,,,PF02777.19
Aq_sp_Aq135_01026,,,,PF18958.1
Aq_sp_Aq135_01027,COG1074,,,PF13245.7
Aq_sp_Aq135_01028,COG2885,,,PF00691.21
Aq_sp_Aq135_01029,COG3857,,,PF12705.8
Aq_sp_Aq135_01030,COG1506,,,PF00561.21
Aq_sp_Aq135_01032,COG1629,,,PF13715.7
Aq_sp_Aq135_01034,COG3182,,,PF03929.17
Aq_sp_Aq135_01035,COG0346,,,PF00903.26
Aq_sp_Aq135_01036,COG1207,,,PF00132.25
Aq_sp_Aq135_01037,COG3391,,,
Aq_sp_Aq135_01038,COG1629,,,PF13715.7
Aq_sp_Aq135_01040,COG0432,,,PF01894.18
Aq_sp_Aq135_01041,COG0561,,K20861,PF08282.13
Aq_sp_Aq135_01042,COG1234,,,PF12706.8
Aq_sp_Aq135_01043,COG0481,,K03596,PF00679.25
Aq_sp_Aq135_01044,COG0042,,K05540,PF01207.18
Aq_sp_Aq135_01045,COG4995,,,PF12770.8
Aq_sp_Aq135_01046,COG4591,,K09808,PF12704.8
Aq_sp_Aq135_01047,COG0858,,K02834,PF02033.19
Aq_sp_Aq135_01048,COG0346,,K05606,PF00903.26
Aq_sp_Aq135_01049,COG0307,,K00793,PF00677.18
Aq_sp_Aq135_01050,COG1995,,K22024,PF04166.13
Aq_sp_Aq135_01051,COG1399,,,PF02620.18
Aq_sp_Aq135_01052,COG0332,,K00648,PF08545.11
Aq_sp_Aq135_01053,COG0511,,K02160,PF00364.23
Aq_sp_Aq135_01054,COG0439,,K01961,PF02222.23
Aq_sp_Aq135_01058,COG0665,,,PF01266.25
Aq_sp_Aq135_01059,COG0744,GT51,K03814,PF00912.23
Aq_sp_Aq135_01062,COG0587,,K02337,PF07733.13
Aq_sp_Aq135_01063,COG0389,,K02346,PF00817.21
Aq_sp_Aq135_01066,COG2103,,K07106,PF01380.23
Aq_sp_Aq135_01068,COG1629,,,PF13715.7
Aq_sp_Aq135_01069,COG1878,,K07130,PF04199.14
Aq_sp_Aq135_01070,COG1607,,,PF03061.23
Aq_sp_Aq135_01074,COG1322,,,PF02646.17
Aq_sp_Aq135_01076,COG1120,,K23184,PF00005.28
Aq_sp_Aq135_01077,COG1277,,,PF12679.8
Aq_sp_Aq135_01078,COG1359,,,PF03992.17
Aq_sp_Aq135_01079,COG1912,,,PF01887.17
Aq_sp_Aq135_01080,COG1702,,,PF13245.7
Aq_sp_Aq135_01081,COG0152,,K01923,PF01259.19
Aq_sp_Aq135_01083,COG4447,,,PF02012.21
Aq_sp_Aq135_01085,COG1801,,,PF01904.19
Aq_sp_Aq135_01086,COG0513,,K05592,PF00270.30
Aq_sp_Aq135_01087,COG0784,,,PF00072.25
Aq_sp_Aq135_01088,COG0642,,,PF02518.27
Aq_sp_Aq135_01089,COG1309,,,PF00440.24
Aq_sp_Aq135_01090,COG0304,,K09458,PF00109.27
Aq_sp_Aq135_01091,COG2234,,,PF04389.18
Aq_sp_Aq135_01092,COG2120,GCE14,K01463,PF02585.18
Aq_sp_Aq135_01093,COG0626,,,PF00155.22
Aq_sp_Aq135_01094,COG0642,,,PF02518.27
Aq_sp_Aq135_01095,COG0450,,K03386,PF10417.10
Aq_sp_Aq135_01096,COG0526,,,PF00085.21
Aq_sp_Aq135_01098,COG2077,,K11065,PF00578.22
Aq_sp_Aq135_01099,COG0818,,K00901,PF01219.20
Aq_sp_Aq135_01100,COG1674,,K03466,PF12846.8
Aq_sp_Aq135_01101,COG2834,,,PF03548.16
Aq_sp_Aq135_01102,COG0795,,,PF03739.15
Aq_sp_Aq135_01103,COG0108,,K14652,PF00926.20
Aq_sp_Aq135_01104,,,,PF14248.7
Aq_sp_Aq135_01105,COG1680,,,PF00144.25
Aq_sp_Aq135_01109,COG1595,,K03088,PF04542.15
Aq_sp_Aq135_01110,,,,PF08239.12
Aq_sp_Aq135_01111,COG2838,,,PF03971.15
Aq_sp_Aq135_01112,COG0335,,K02884,PF01245.21
Aq_sp_Aq135_01113,COG1595,,,PF04542.15
Aq_sp_Aq135_01114,COG3712,,,PF16344.6
Aq_sp_Aq135_01115,COG1629,,,PF13715.7
Aq_sp_Aq135_01116,COG0471,,K14445,PF03600.17
Aq_sp_Aq135_01117,COG0336,,K00554,PF01746.22
Aq_sp_Aq135_01119,COG0057,,K00134,PF02800.21
Aq_sp_Aq135_01120,COG0265,,K04771,PF00595.25
Aq_sp_Aq135_01121,COG0253,,K01778,PF01678.20
Aq_sp_Aq135_01122,COG1670,,K00657,PF00583.26
Aq_sp_Aq135_01123,COG1559,,K07082,PF02618.17
Aq_sp_Aq135_01125,COG0313,,K07056,PF00590.21
Aq_sp_Aq135_01126,COG0394,,K01104,PF01451.22
Aq_sp_Aq135_01127,COG0593,,K02313,PF00004.30
Aq_sp_Aq135_01128,COG0824,,K07107,PF03061.23
Aq_sp_Aq135_01129,COG1739,,,PF01205.20
Aq_sp_Aq135_01130,,,,PF00892.21
Aq_sp_Aq135_01131,COG1011,,K21063,PF13419.7
Aq_sp_Aq135_01132,COG0117,,K11752,PF00383.24
Aq_sp_Aq135_01134,COG1670,,,PF00583.26
Aq_sp_Aq135_01135,COG2890,,,PF02527.16
Aq_sp_Aq135_01136,COG1611,,,PF18306.2
Aq_sp_Aq135_01137,COG0272,,,PF00533.27
Aq_sp_Aq135_01140,COG0329,,K01714,PF00701.23
Aq_sp_Aq135_01141,,,,PF07885.17
Aq_sp_Aq135_01142,COG1729,,,PF13432.7
Aq_sp_Aq135_01143,,,,PF01192.23
Aq_sp_Aq135_01144,COG0452,,,PF04127.16
Aq_sp_Aq135_01145,,,,PF16119.6
Aq_sp_Aq135_01146,COG0497,,K03631,PF13175.7
Aq_sp_Aq135_01147,COG0623,,K00208,PF00106.26
Aq_sp_Aq135_01148,COG1215,GT2,,PF00535.27
Aq_sp_Aq135_01149,COG4856,,,PF07949.13
Aq_sp_Aq135_01150,COG0237,,K00859,PF13238.7
Aq_sp_Aq135_01151,COG0642,,,PF02518.27
Aq_sp_Aq135_01152,COG0745,,K07658,PF00072.25
Aq_sp_Aq135_01153,COG0324,,K00791,PF01715.18
Aq_sp_Aq135_01154,COG1226,,,PF00520.32
Aq_sp_Aq135_01155,COG2176,,K02342,PF01541.25
Aq_sp_Aq135_01156,COG0325,,K06997,PF01168.21
Aq_sp_Aq135_01157,COG4198,,,PF06245.12
Aq_sp_Aq135_01158,COG0739,,,PF01551.23
Aq_sp_Aq135_01159,COG1250,,K00074,PF00725.23
Aq_sp_Aq135_01160,COG0673,,K16043,PF01408.23
Aq_sp_Aq135_01161,COG2518,,K00573,PF01135.20
Aq_sp_Aq135_01163,COG0691,,K03664,PF01668.19
Aq_sp_Aq135_01164,,,,PF13026.7
Aq_sp_Aq135_01166,COG0406,,,PF00300.23
Aq_sp_Aq135_01167,COG0824,,,PF03061.23
Aq_sp_Aq135_01168,COG1309,,K18939,PF00440.24
Aq_sp_Aq135_01172,COG1200,,K03655,PF00270.30
Aq_sp_Aq135_01173,COG0308,,,PF01433.21
Aq_sp_Aq135_01174,COG4667,,,PF01734.23
Aq_sp_Aq135_01175,,,,PF01734.23
Aq_sp_Aq135_01177,COG0069,,,PF01645.18
Aq_sp_Aq135_01178,COG1473,,K21613,PF07687.15
Aq_sp_Aq135_01179,COG1416,,,PF02635.16
Aq_sp_Aq135_01180,COG3291,,,PF19081.1
Aq_sp_Aq135_01182,COG0210,,,PF13245.7
Aq_sp_Aq135_01183,COG0009,,,PF01300.19
Aq_sp_Aq135_01184,COG5285,,,PF05721.14
Aq_sp_Aq135_01185,COG2207,,,PF02311.20
Aq_sp_Aq135_01186,,,K17831,PF18417.2
Aq_sp_Aq135_01187,COG0644,,,PF01494.20
Aq_sp_Aq135_01188,COG2162,,,PF00797.18
Aq_sp_Aq135_01189,COG2720,,,PF04294.14
Aq_sp_Aq135_01190,COG1733,,,PF01638.18
Aq_sp_Aq135_01191,COG2350,,,PF03795.15
Aq_sp_Aq135_01193,COG0388,,,PF00795.23
Aq_sp_Aq135_01194,,,,PF00583.26
Aq_sp_Aq135_01196,COG2128,,,
Aq_sp_Aq135_01197,COG1881,,,PF01161.21
Aq_sp_Aq135_01198,COG2207,,,PF12833.8
Aq_sp_Aq135_01199,COG1228,,,PF01979.21
Aq_sp_Aq135_01200,COG3448,,,PF04982.14
Aq_sp_Aq135_01201,COG1017,,K05916,PF00970.25
Aq_sp_Aq135_01203,COG1794,,,PF01177.23
Aq_sp_Aq135_01205,COG2226,,,PF08241.13
Aq_sp_Aq135_01206,COG2885,,,PF18990.1
Aq_sp_Aq135_01207,COG2820,,K00757,PF01048.21
Aq_sp_Aq135_01209,COG0023,,,PF01253.23
Aq_sp_Aq135_01210,COG3491,,K21036,PF03171.21
Aq_sp_Aq135_01211,COG0022,,,PF00676.21
Aq_sp_Aq135_01212,,,,PF05118.16
Aq_sp_Aq135_01213,COG0451,,,PF01073.20
Aq_sp_Aq135_01214,COG0677,,K13015,PF00984.20
Aq_sp_Aq135_01215,COG2244,,,PF01554.19
Aq_sp_Aq135_01217,,,,PF04230.14
Aq_sp_Aq135_01218,COG0438,GT4,,PF00534.21
Aq_sp_Aq135_01219,COG0438,GT4,,PF00534.21
Aq_sp_Aq135_01220,COG1045,,,PF00132.25
Aq_sp_Aq135_01221,COG1020,,,PF00501.29
Aq_sp_Aq135_01222,COG0236,,,PF00550.26
Aq_sp_Aq135_01223,COG1696,,K19294,PF03062.20
Aq_sp_Aq135_01225,,,,PF14897.7
