GH25,GH13_8,GH74,GH19,PL7_5,GT30,GT51,CBM38,CBM5+GH19,CBM6+GH81,CBM51+GH27,CBM77+CE8+PL1,CBM16+GH29,PL9+CBM22,CBM10+CBM2+GH5_4,CBM47+CBM47,CBM48+CE1,GH30_5,GT22,GH78+3.2.1.40,Assembly accession,Origin,Genus,Family
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003610735.1,Marine,Tenacibaculum,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002297465.1,Marine,UBA724,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004214315.1,Marine,TMED96,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000744105.1,Marine,Maribacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000242095.1,Non_marine,Myroides,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000826645.1,Non_marine,Psychroserpens,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013042245.1,Marine,Winogradskyella,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001874145.1,Marine,Lacinutrix,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,GCA_002403935.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013001365.1,Marine,Uncl. Flavobacteriaceae,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000744555.1,Marine,Zobellia,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002426835.1,Non_marine,Mariniflexile,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002705485.1,Marine,MAG-121220-bin8,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_900106865.1,Marine,Polaribacter,Flavobacteriaceae
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902705385.1,Non_marine,Tenacibaculum,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900610205.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009827225.1,Marine,SMXJ01,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900610085.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002430205.1,Marine,BACL21,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002683495.1,Marine,Aequorivita,Flavobacteriaceae
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902506345.1,Marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001874325.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002793215.1,Non_marine,CG1-02-35-72,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002728855.1,Marine,GCA-002728855,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003970695.1,Marine,Maribacter,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900130045.1,Non_marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900129275.1,Marine,Arenibacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,GCA_004341235.1,Non_marine,Mariniflexile,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900114005.1,Non_marine,Olleya,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,GCA_002784685.1,Non_marine,Polaribacter,Flavobacteriaceae
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003533785.1,Marine,UBA11891,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003449565.1,Marine,Xanthomarina,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002167435.2,Marine,Muricauda,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003331885.1,Marine,MED-G14,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900112395.1,Non_marine,Algibacter,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002726175.1,Marine,Aequorivita,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002415015.1,Marine,Aequorivita,Flavobacteriaceae
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_008367275.1,Marine,Uncl. Flavobacteriaceae,Flavobacteriaceae
1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,GCA_000834715.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900099675.1,Non_marine,Myroides,Flavobacteriaceae
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003513625.1,Marine,Muricauda,Flavobacteriaceae
1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,GCA_900299525.1,Marine,Aquimarina,Flavobacteriaceae
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002746415.1,Marine,GCA-2746415,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002806995.1,Marine,Confluentibacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000258765.1,Marine,Gillisia,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000246945.2,Non_marine,Myroides,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_006539745.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_006065315.1,Marine,UBA7949,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002364405.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003504555.1,Marine,Aequorivita,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002698705.1,Marine,UBA3537,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_011050015.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900130035.1,Non_marine,Wenyingzhuangia,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000477035.2,Marine,Cellulophaga,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002296885.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_012032075.1,Marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003024155.1,Marine,Gramella,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900610385.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000224085.1,Marine,Muricauda,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002078605.1,Marine,Salegentibacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002150255.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001995115.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002352205.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900111025.1,Non_marine,Jejuia,Flavobacteriaceae
0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000430645.1,Marine,Aquimarina,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002943715.1,Marine,Polaribacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GCA_002354475.1,Marine,Croceibacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902167275.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,GCA_003455795.1,Marine,Tenacibaculum,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002389535.1,Marine,MAG-120531,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900108015.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_002364385.1,Marine,Mesonia,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004762155.1,Marine,Tenacibaculum,Flavobacteriaceae
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002340755.1,Marine,MAG-120531,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000423405.1,Marine,Mesonia,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003968735.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004369705.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002204845.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004010215.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,GCA_002691265.1,Marine,MED-G13,Flavobacteriaceae
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002414705.1,Marine,Algorimicrobium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001887135.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_010993855.1,Marine,Muricauda,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900129545.1,Marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003970375.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004214015.1,Marine,MED-G11,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002514735.1,Marine,Sediminicola_A,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,GCA_000695795.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000827695.1,Non_marine,Capnocytophaga,Flavobacteriaceae
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002733415.1,Marine,GCA-2733415,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902506265.1,Marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002836475.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009797025.1,Marine,Cellulophaga,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900116665.1,Non_marine,Pustulibacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,GCA_005144745.1,Marine,Croceivirga,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002453005.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003148665.1,Non_marine,Maribacter_A,Flavobacteriaceae
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902705515.1,Non_marine,Tenacibaculum,Flavobacteriaceae
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002172435.2,Marine,UBA11891,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001516145.1,Non_marine,Lutibacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900610265.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013821805.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003454375.1,Marine,Zunongwangia,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900142175.1,Non_marine,Maribacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002421645.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002204895.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002167525.1,Marine,MS024-2A,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000211855.3,Marine,Lacinutrix,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002390125.1,Marine,MAG-120531,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002836085.1,Marine,Olleya,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004303025.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000423045.1,Marine,Gramella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003626835.1,Marine,Aquimarina,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,GCA_002690095.1,Marine,Zunongwangia,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003525065.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003712105.1,Marine,Winogradskyella,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003957295.1,Marine,Arenibacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900111965.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001672305.1,Marine,Tamlana_A,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_011391075.1,Non_marine,GCA-2747695,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002384055.1,Marine,BACL21,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900142035.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013001085.1,Marine,Muriicola,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002433125.1,Marine,Winogradskyella,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003992595.1,Marine,Muricauda,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,GCA_002388845.1,Marine,Marixanthomonas,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_007997285.1,Marine,Gelidibacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000737685.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_012837155.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004349315.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013213975.1,Marine,Winogradskyella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002171475.2,Marine,TMED96,Flavobacteriaceae
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002302615.1,Non_marine,Capnocytophaga,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002747735.1,Marine,PDQE01,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003511625.1,Marine,Marinirhabdus,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002471745.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002813915.1,Marine,Tenacibaculum,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002729755.1,Marine,MED-G11,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002280815.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002807015.1,Non_marine,Myroides,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001439205.1,Marine,MAG-121220-bin8,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002217355.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_008086205.1,Marine,Algorimicrobium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900610175.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004213645.1,Marine,MED-G11,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000016645.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002390585.1,Marine,MAG-120531,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900239305.1,Non_marine,Tenacibaculum,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900610015.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002388405.1,Marine,Xanthomarina,Flavobacteriaceae
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900638435.1,Non_marine,Capnocytophaga,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900143245.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002401215.1,Marine,LPB0138,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013911645.1,Marine,Muricauda,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002422095.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002708845.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009995125.1,Non_marine,UBA6231,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003487925.1,Marine,Aequorivita,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900107595.1,Marine,Psychroflexus,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002389235.1,Marine,MS024-2A,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002700405.1,Marine,GCA-2700405,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900197635.1,Marine,Cellulophaga,Flavobacteriaceae
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900446675.1,Non_marine,Capnocytophaga,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,GCA_003529725.1,Marine,UBA3537,Flavobacteriaceae
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_008369745.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,GCA_000769825.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,GCA_003318185.1,Marine,Tenacibaculum,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002170965.1,Marine,UBA8316,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,GCA_002120265.1,Marine,Gramella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000733475.1,Marine,Mangrovimonas,Flavobacteriaceae
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000271925.1,Non_marine,Capnocytophaga,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900106825.1,Marine,Muricauda,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004310335.1,Marine,Jejuia,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002693685.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002781025.1,Non_marine,CG2-30-34-30,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900609975.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002782505.1,Non_marine,CG1-02-35-72,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900107625.1,Marine,Bizionia,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009693635.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000621125.1,Marine,Maribacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,GCA_003331305.1,Marine,UBA7446,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013002225.1,Marine,Winogradskyella,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001438245.1,Marine,MAG-120531,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009796805.1,Marine,Algibacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,GCA_002413745.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002713495.1,Marine,GCA-002723295,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002836055.1,Marine,Psychroflexus,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002694765.1,Marine,Xanthomarina,Flavobacteriaceae
